sentence,label,article
"을이 협약을 체결하려고 하더라도, 갑은 이에 협조하지 않아도 된다.",1,19
갑은 을과 협약을 체결하더라도 이를 이행할 필요가 없다.,1,19
"을이 협약 내용을 준수하더라도, 갑은 지원이나 협력을 제공하지 않아도 된다.",1,19
갑은 공정거래위원회의 협약 체결 권고를 따를 의무가 없으므로 무시할 수 있다.,1,19
협약을 체결한 후에도 갑은 이를 따르지 않아도 제재가 없다.,1,19
"을이 협약을 요청해도, 갑은 이에 대한 논의 없이 거부할 수 있다.",1,19
"갑은 협약의 내용을 임의로 변경할 수 있으며, 을과 협의할 필요가 없다.",1,19
갑은 협약을 체결한 후에도 포상이나 지원 없이 을의 협력만 요구할 수 있다.,1,19
갑은 협약을 체결하더라도 이행 실적을 공정거래위원회에 보고하지 않아도 된다.,1,19
갑과 을은 대규모유통업 관련 법령의 준수를 약속하는 협약을 체결할 수 있다.,0,0
갑은 공정거래위원회의 권장에 따라 을과 협약을 체결할 수 있다.,0,0
"협약이 체결되면, 갑과 을은 상호 지원과 협력을 약속해야 한다.",0,0
"갑과 을이 협약을 체결하면, 공정거래위원회는 그 이행을 독려해야 한다.",0,0
공정거래위원회는 협약 체결을 장려하기 위해 포상과 지원책을 마련해야 한다.,0,0
갑과 을은 공정거래위원회의 협약 체결 권장을 존중하여 논의할 수 있다.,0,0
"협약이 체결된 경우, 공정거래위원회는 이행 실적 평가를 진행할 수 있다.",0,0
"갑은 협약을 체결한 경우, 을과 상호 협력 관계를 유지해야 한다.",0,0
공정거래위원회는 협약의 체결 절차 및 이행 실적 평가 기준을 마련할 수 있다.,0,0
"갑과 을이 협약을 체결하면, 이에 따른 지원 정책이 시행될 수 있다.",0,0
갑은 을과의 분쟁이 발생하더라도 조정원에 분쟁조정을 요청할 필요가 없다.,1,20
"을이 분쟁조정을 신청하더라도, 갑은 협의회에 응할 의무가 없다.",1,20
갑은 협의회의 조정 결과를 무시하고 자체적인 결정을 따를 수 있다.,1,20
"을이 협의회에 조정을 요청하면, 갑은 불이익을 줄 수 있다.",1,20
갑은 분쟁이 발생하더라도 공정거래위원회의 조정 절차를 거치지 않고 해결할 수 있다.,1,20
"협의회가 분쟁을 조정해도, 갑은 이를 이행할 필요가 없다.",1,20
갑은 협의회의 중재를 거부하고 을과의 계약을 일방적으로 종료할 수 있다.,1,20
"을이 조정 신청을 해도, 갑은 어떠한 대응도 하지 않을 권리가 있다.",1,20
"협의회의 결정은 권고 사항일 뿐이므로, 갑은 따를 필요가 없다.",1,20
갑은 협의회 절차를 거치지 않고 을과 직접 합의해야만 한다.,1,20
"갑과 을은 분쟁이 발생할 경우, 조정원의 협의회를 통해 조정할 수 있다.",0,0
협의회는 대규모유통업자와 납품업자 간의 분쟁을 공정하게 조정해야 한다.,0,0
갑은 을이 분쟁조정을 신청하면 협의회 절차에 따라 대응해야 한다.,0,0
협의회의 조정 결과는 갑과 을이 준수해야 할 사항으로 간주된다.,0,0
공정거래위원회는 협의회의 운영과 관련된 절차를 정할 수 있다.,0,0
"협의회는 공익, 유통업자, 납품업자의 대표 위원으로 균형 있게 구성된다.",0,0
갑과 을은 협의회가 제시하는 분쟁 조정안을 신중하게 검토해야 한다.,0,0
"위원의 임기는 3년이며, 연임이 가능하다.",0,0
"협의회의 위원은 공익을 대표하며, 공정거래위원회 위원장이 임명한다.",0,0
갑과 을은 협의회의 조정 절차를 존중하고 성실하게 이행해야 한다.,0,0
갑은 자사의 임직원을 공익을 대표하는 위원으로 위촉할 수 있다.,1,21
을의 고위 임원이 협의회의 공익 위원으로 활동할 수 있다.,1,21
갑과 관련된 이해관계자가 공익 위원으로 위촉되어도 문제가 없다.,1,21
을은 공익을 대표하는 위원의 자격을 갖추지 못했어도 임명될 수 있다.,1,21
"공익을 대표하는 위원이 갑의 임직원이라도, 그대로 활동할 수 있다.",1,21
갑은 협의회의 공익 위원에 영향을 미칠 수 있도록 자사 관계자를 임명할 수 있다.,1,21
을의 직원이 공익을 대표하는 위원으로 위촉된 후에도 그대로 유지될 수 있다.,1,21
갑은 자사에 유리한 결정을 내리도록 하기 위해 공익 위원을 임의로 선정할 수 있다.,1,21
공익을 대표하는 위원은 갑과의 이해관계에 따라 자유롭게 결정될 수 있다.,1,21
을의 대표가 공익을 대표하는 위원으로 활동하며 갑과의 협상을 유리하게 이끌 수 있다.,1,21
갑과 을의 임직원은 공익을 대표하는 위원으로 위촉될 수 없다.,0,0
공익을 대표하는 위원은 대규모유통업자 또는 납품업자의 임직원이 아니어야 한다.,0,0
공정거래위원회 위원장은 갑 또는 을의 임직원이 공익 위원이 된 경우 즉시 해제해야 한다.,0,0
공익을 대표하는 위원은 갑과 을의 이해관계에서 독립적인 위치에 있어야 한다.,0,0
협의회의 공익 위원은 특정 기업에 영향을 받지 않고 중립적으로 활동해야 한다.,0,0
갑은 공익 위원의 독립성을 보장하기 위해 특정 기업의 임직원을 배제해야 한다.,0,0
공익을 대표하는 위원은 대규모유통업체나 납품업체의 영향력을 받아서는 안 된다.,0,0
공익 위원으로 위촉된 사람이 갑 또는 을의 임직원일 경우 즉시 위촉 해제된다.,0,0
"공익 위원의 선정은 공정성을 유지하며, 갑과 을의 임직원이 포함될 수 없다.",0,0
협의회의 공익 위원은 갑과 을의 입장이 아닌 공정한 시각에서 분쟁을 조정해야 한다.,0,0
갑은 협의회의 전체회의 없이 소회의에서 모든 사항을 결정할 수 있다.,1,22
"을이 분쟁 해결을 위해 협의회의 회의에 참석하려 해도, 갑은 이를 막을 수 있다.",1,22
"협의회의 위원장이 부득이한 사유로 직무를 수행하지 못할 경우, 갑이 직접 위원을 임명할 수 있다.",1,22
갑은 협의회의 내부 규칙을 변경할 때 전체회의를 거치지 않고 단독으로 결정할 수 있다.,1,22
소회의에서 결정된 사항은 전체회의에 보고하지 않아도 된다.,1,22
갑은 협의회의 의결 과정에서 과반수의 찬성을 얻지 않아도 의결을 강행할 수 있다.,1,22
"을은 협의회의 회의에서 발언할 권리가 없으며, 자료를 제출할 수도 없다.",1,22
"협의회의 소회의는 갑이 단독으로 주관할 수 있으며, 공익 위원이 없어도 무방하다.",1,22
갑은 협의회의 절차를 따르지 않고 독단적으로 의사 결정을 내릴 수 있다.,1,22
협의회의 결정 사항은 갑이 필요할 때마다 일방적으로 변경할 수 있다.,1,22
협의회의 회의는 전체회의와 소회의로 구분되어 운영된다.,0,0
전체회의는 협의회의 주요 사항을 심의하고 의결할 권한이 있다.,0,0
"소회의는 공익을 대표하는 위원이 주관하며, 구성위원 전원의 찬성으로 의결된다.",0,0
전체회의는 재적위원 과반수의 출석과 출석위원 과반수의 찬성으로 의결된다.,0,0
"협의회의 위원장이 부득이한 사유로 직무를 수행할 수 없는 경우, 공익을 대표하는 위원이 직무를 대행한다.",0,0
분쟁 당사자인 갑과 을은 협의회의 회의에 출석하여 의견을 진술하고 자료를 제출할 수 있다.,0,0
협의회의 내부 규칙의 제정 및 개정은 전체회의에서 심의·의결된다.,0,0
소회의에서 결정되지 않은 사항은 전체회의에서 최종적으로 처리된다.,0,0
협의회의 절차와 운영 방식은 공정거래위원회의 규정에 따라 진행된다.,0,0
협의회의 결정 사항은 공정성을 유지하기 위해 위원들의 투표로 결정된다.,0,0
갑은 분쟁당사자와 친족관계에 있는 위원을 협의회의 조정에 참여하게 할 수 있다.,1,23
"을이 공정한 조정을 원하더라도, 특정 위원의 기피 신청을 할 수 없다.",1,23
갑은 분쟁당사자와 이해관계가 있는 위원이 조정에 참여해도 문제가 없다고 주장할 수 있다.,1,23
"을이 특정 위원에 대한 기피 신청을 했더라도, 갑은 이를 무시할 수 있다.",1,23
갑은 협의회의 위원이 분쟁당사자의 대리인 역할을 했더라도 그대로 조정에 참여하도록 할 수 있다.,1,23
"을이 기피 신청을 제출하더라도, 갑은 위원장이 이를 받아들이지 못하도록 압력을 가할 수 있다.",1,23
갑은 특정 위원이 자신에게 유리한 결정을 내릴 수 있도록 조정에 계속 참여하게 할 수 있다.,1,23
"을이 기피 신청을 하더라도, 협의회는 기피 절차를 무시하고 조정을 진행할 수 있다.",1,23
갑은 협의회 위원이 분쟁당사자의 법률 자문을 맡고 있어도 그대로 유지할 수 있다.,1,23
을은 특정 위원이 공정하지 않다고 느껴도 조정에서 제외할 권리가 없다.,1,23
협의회의 위원이 분쟁당사자와 친족관계라면 조정에서 제외되어야 한다.,0,0
을은 협의회 위원이 공정한 조정을 수행하기 어렵다고 판단되면 기피 신청을 할 수 있다.,0,0
갑은 특정 위원이 공정성을 해칠 가능성이 있으면 조정에서 제외해야 한다.,0,0
협의회 위원이 분쟁당사자의 법률 자문을 맡고 있다면 조정에서 배제되어야 한다.,0,0
"을이 위원에 대한 기피 신청을 하면, 협의회는 이를 검토해야 한다.",0,0
갑과 을 모두 조정의 공정성을 유지하기 위해 이해관계가 있는 위원을 배제할 수 있다.,0,0
위원장은 기피 신청이 적절한 사유에 해당하면 해당 위원을 조정에서 제외할 수 있다.,0,0
"특정 위원이 분쟁당사자의 대리인이었던 경우, 그는 조정에서 회피해야 한다.",0,0
"기피 신청이 조정 지연 목적이 아닐 경우, 협의회는 이를 신중하게 고려해야 한다.",0,0
협의회의 위원은 공정한 조정을 위해 특정 이해관계가 있으면 조정에서 빠질 수 있다.,0,0
갑은 을과의 분쟁이 발생하더라도 협의회의 조정을 거치지 않고 단독으로 해결할 수 있다.,1,24
"을이 협의회에 조정을 요청하더라도, 갑은 이를 무시할 수 있다.",1,24
협의회는 공정거래위원회가 의뢰하지 않은 사항에 대해서는 조정할 필요가 없다.,1,24
갑은 협의회의 조정 없이 분쟁 당사자에게 불이익을 줄 수 있다.,1,24
"을이 협의회에 조정을 요청하더라도, 갑은 이에 응하지 않을 권리가 있다.",1,24
협의회의 조정 결과는 갑이 필요할 때만 따르면 된다.,1,24
갑은 제5조부터 제18조까지의 분쟁이 발생해도 협의회의 개입을 거부할 수 있다.,1,24
을이 협의회에 신청한 조정은 갑의 동의가 없으면 진행될 수 없다.,1,24
"협의회의 조정은 강제력이 없으므로, 갑은 이를 따르지 않아도 된다.",1,24
갑은 협의회의 조정 사항을 사전에 조정할 필요 없이 일방적으로 결정할 수 있다.,1,24
협의회는 공정거래위원회가 의뢰하거나 분쟁당사자가 신청하는 사항을 조정할 수 있다.,0,0
협의회는 제5조부터 제18조까지의 규정과 관련된 분쟁을 조정해야 한다.,0,0
갑과 을 사이의 분쟁이 발생하면 협의회의 조정을 거칠 수 있다.,0,0
협의회는 공정거래위원회의 의뢰에 따라 특정 분쟁을 심의할 수 있다.,0,0
"을이 협의회에 조정을 요청하면, 갑은 이에 응할 의무가 있다.",0,0
협의회의 조정 결과는 갑과 을 모두에게 적용되어야 한다.,0,0
협의회는 공정거래법에 따라 분쟁 해결을 위한 조정 절차를 수행해야 한다.,0,0
협의회의 조정은 제5조부터 제18조까지의 조항을 준수하는 범위에서 이루어져야 한다.,0,0
갑은 협의회의 조정 결과를 존중하고 공정하게 이행해야 한다.,0,0
"협의회의 조정은 분쟁 해결을 위한 중요한 절차로, 갑과 을 모두 이에 협조해야 한다.",0,0
갑은 을이 협의회에 조정을 신청하더라도 이를 무시할 수 있다.,1,25
을이 협의회에 조정을 신청해도 갑에게 이를 통보할 필요가 없다.,1,25
갑은 공정거래위원회의 조정 의뢰를 거부할 수 있다.,1,25
협의회는 조정 신청이 접수되었더라도 분쟁당사자에게 알리지 않아도 된다.,1,25
갑은 협의회의 조정 절차가 진행 중이더라도 독자적으로 계약을 변경할 수 있다.,1,25
"을이 협의회에 조정을 신청하면, 갑은 이를 이유로 불이익을 줄 수 있다.",1,25
협의회는 조정 신청이 들어와도 즉시 처리하지 않아도 된다.,1,25
갑은 협의회의 조정 절차를 거부할 권리가 있다.,1,25
조정 신청이 철회되거나 각하되어도 시효 중단의 효과는 계속 유지된다.,1,25
협의회의 조정 절차가 끝난 후에도 갑은 을에게 계속해서 불이익을 줄 수 있다.,1,25
을은 제24조의 조정사항과 관련하여 협의회에 서면으로 조정을 신청할 수 있다.,0,0
공정거래위원회는 대규모유통업자와 납품업자 간의 분쟁을 협의회에 의뢰할 수 있다.,0,0
협의회는 조정 신청을 받은 즉시 해당 사항을 분쟁당사자에게 알려야 한다.,0,0
조정 신청이 접수되면 협의회는 신속하게 처리해야 한다.,0,0
갑은 을이 협의회에 조정을 신청했다고 해서 불이익을 줄 수 없다.,0,0
"협의회의 조정 절차가 진행되면, 갑과 을은 공정한 방식으로 조정에 임해야 한다.",0,0
협의회의 조정 절차가 종료되면 시효는 새롭게 진행된다.,0,0
조정이 성립되지 않더라도 협의회는 공정한 조정 절차를 유지해야 한다.,0,0
갑과 을은 협의회의 조정 절차를 성실하게 따를 의무가 있다.,0,0
시효 중단의 효과는 조정 신청이 취하되거나 각하된 경우를 제외하고 인정된다.,0,0
협의회는 조정 신청을 받더라도 즉시 조정 절차를 개시할 필요가 없다.,1,26
갑은 조정 절차가 개시된 후에도 협의회와 협력하지 않아도 된다.,1,26
협의회는 조정을 신청한 을에게만 조정안을 제공하고 갑에게는 알리지 않아도 된다.,1,26
갑은 조정 절차가 진행 중이라도 자료 제출을 거부할 수 있다.,1,26
을이 조정 절차를 진행 중이라도 갑은 이를 이유로 불이익을 줄 수 있다.,1,26
협의회는 조정 신청이 접수되었더라도 분쟁당사자에게 통보하지 않아도 된다.,1,26
갑은 조정 절차 중에도 협의회가 제시한 조정안을 무조건 거부할 수 있다.,1,26
"을이 협의회의 조정안에 동의하더라도, 갑은 따를 필요가 없다.",1,26
조정 절차가 종료된 후에도 협의회는 공정거래위원회에 보고하지 않아도 된다.,1,26
"갑은 조정 신청이 취하되지 않았더라도, 조정 절차를 중단시킬 수 있다.",1,26
협의회는 조정 신청을 받으면 즉시 조정 절차를 개시해야 한다.,0,0
갑과 을은 협의회의 조정 절차에 성실히 협력해야 한다.,0,0
협의회는 조정 신청이 접수되면 이를 신속히 분쟁당사자에게 통보해야 한다.,0,0
협의회는 조정안을 작성하여 갑과 을에게 제시할 수 있다.,0,0
갑과 을은 협의회의 조정 절차에 따라 합의를 시도할 수 있다.,0,0
협의회는 필요하면 조정 사항에 대한 사실 조사를 수행할 수 있다.,0,0
조정 절차가 종료되면 협의회는 공정거래위원회에 관련 자료를 보고해야 한다.,0,0
협의회의 조정안이 갑과 을 모두에게 수락되면 조정이 성립된다.,0,0
공정거래위원회는 조정 절차가 진행되는 동안 시정명령을 내리지 않아야 한다.,0,0
갑은 을과 조정이 이루어졌더라도 조정조서를 작성할 필요가 없다.,1,27
을이 조정조서 작성을 요청하더라도 협의회는 이를 거부할 수 있다.,1,27
갑은 조정조서에 서명하더라도 합의된 사항을 이행하지 않아도 된다.,1,27
협의회는 조정이 성립되었더라도 조정조서를 작성하지 않아도 된다.,1,27
을이 조정조서의 이행 결과를 공정거래위원회에 제출하지 않아도 불이익이 없다.,1,27
갑은 조정이 이루어진 후에도 공정거래위원회의 시정조치를 받을 수 있다.,1,27
조정조서는 법적 효력이 없으므로 갑은 이를 따를 필요가 없다.,1,27
협의회는 분쟁조정이 완료되었어도 조정조서를 작성하지 않을 권리가 있다.,1,27
갑은 조정조서의 내용을 임의로 변경할 수 있다.,1,27
조정조서가 작성되었더라도 갑은 이를 따를 의무가 없다.,1,27
협의회는 조정이 이루어진 경우 조정에 참가한 위원과 분쟁당사자가 서명한 조정조서를 작성해야 한다.,0,0
갑과 을이 분쟁을 스스로 조정하고 조정조서 작성을 요청하면 협의회는 이를 작성해야 한다.,0,0
조정조서가 작성되면 갑과 을은 합의된 사항을 반드시 이행해야 한다.,0,0
을은 조정에서 합의된 사항을 이행한 후 공정거래위원회에 결과를 제출해야 한다.,0,0
공정거래위원회는 조정이 성립된 경우 시정명령이나 시정권고를 내리지 않는다.,0,0
조정조서는 재판상 화해와 동일한 효력을 가지므로 반드시 이행되어야 한다.,0,0
협의회는 조정이 성립되면 조정조서를 작성하고 분쟁당사자가 이를 준수하도록 해야 한다.,0,0
"갑과 을은 조정조서에 기명날인하거나 서명한 후, 이에 따른 의무를 이행해야 한다.",0,0
"조정조서의 내용은 법적 구속력이 있으며, 갑과 을은 이를 준수해야 한다.",0,0
"협의회가 작성한 조정조서는 법적으로 강제력이 있으며, 재판상 화해와 동일한 효력을 가진다.",0,0
협의회의 조직과 운영은 대통령령과 무관하게 갑이 임의로 결정할 수 있다.,1,28
을이 협의회의 조정 절차에 대해 문의해도 명확한 규정이 없어 답변할 필요가 없다.,1,28
협의회는 내부 운영 규정을 마련하지 않고 즉흥적으로 운영될 수 있다.,1,28
갑은 협의회의 조정 절차를 무시하고 자체적인 해결 방안을 강요할 수 있다.,1,28
협의회는 대통령령과 무관하게 임의로 절차를 변경할 수 있다.,1,28
협의회의 조직과 운영 방식이 불명확해도 갑은 이를 따를 의무가 없다.,1,28
을은 협의회의 운영 방식에 대해 이의를 제기할 권리가 없다.,1,28
협의회의 절차는 공식적인 규정 없이 임의적으로 운영될 수 있다.,1,28
갑은 협의회의 조정 절차를 준수하지 않아도 처벌받지 않는다.,1,28
"협의회는 갑이 원하는 방식으로 운영될 수 있으며, 대통령령을 준수할 필요가 없다.",1,28
"협의회의 조직, 운영 및 조정 절차는 대통령령으로 정해야 한다.",0,0
협의회는 제20조부터 제27조까지의 규정을 준수하며 운영되어야 한다.,0,0
협의회의 운영 절차는 공정성을 보장할 수 있도록 대통령령에 따라야 한다.,0,0
갑과 을은 협의회의 조직 및 운영 방식을 대통령령에 따라 존중해야 한다.,0,0
협의회는 내부 운영 규정을 대통령령에 따라 명확하게 수립해야 한다.,0,0
협의회의 조정 절차는 공정거래위원회가 정한 기준과 대통령령을 따라야 한다.,0,0
협의회는 대통령령을 기반으로 공정하고 일관된 절차를 유지해야 한다.,0,0
갑과 을은 협의회의 운영 및 조정 절차가 대통령령에 따라 진행되는지 확인할 권리가 있다.,0,0
"협의회의 절차 변경은 대통령령에 근거해야 하며, 임의적인 변경은 허용되지 않는다.",0,0
협의회는 조정 절차의 공정성을 유지하기 위해 대통령령을 준수해야 한다.,0,0
을이 갑의 위법 행위를 신고하더라도 공정거래위원회는 이를 무시할 수 있다.,1,29
갑은 공정거래위원회의 조사를 거부해도 불이익이 없다.,1,29
공정거래위원회는 갑이 위반 행위를 저질렀더라도 직권 조사를 하지 않아도 된다.,1,29
을이 신고한 사실을 갑에게 반드시 통지해야 하므로 신고는 의미가 없다.,1,29
갑은 공정거래위원회의 조사 결과를 무시해도 법적 제재를 받지 않는다.,1,29
공정거래위원회는 조사가 완료되었더라도 결과를 서면으로 통지할 의무가 없다.,1,29
갑은 공정거래위원회의 시정명령을 거부해도 처벌받지 않는다.,1,29
공정거래위원회는 갑이 증거를 제출하지 않아도 사건을 종결할 수 있다.,1,29
"을이 신고를 취하한 경우라도, 공정거래위원회는 신고 사실을 계속 유지해야 한다.",1,29
갑이 공정거래법을 위반하더라도 신고 절차가 번거로워 신고할 수 없다.,1,29
누구든지 이 법을 위반하는 사실을 발견하면 공정거래위원회에 신고할 수 있다.,0,0
공정거래위원회는 신고가 접수되면 대통령령에 따라 조사를 진행해야 한다.,0,0
공정거래위원회는 직권으로 대규모유통업자의 위반 행위를 조사할 수 있다.,0,0
공정거래위원회는 조사 결과를 서면으로 해당 사건의 당사자에게 통보해야 한다.,0,0
갑과 을은 공정거래위원회의 조사를 성실히 따라야 한다.,0,0
신고된 사실이 무혐의로 판단되면 공정거래위원회는 신고인에게 그 결과를 알릴 수 있다.,0,0
공정거래위원회는 법에 따라 갑의 위반 혐의를 조사할 수 있다.,0,0
"신고된 사항이 조사 절차에 따라 진행되면, 공정거래위원회는 결과를 정리해야 한다.",0,0
갑이 공정거래위원회의 조사 결과를 무시하면 법적 제재를 받을 수 있다.,0,0
공정거래위원회는 정당한 절차에 따라 신고를 처리해야 한다.,0,0
공정거래위원회는 대규모유통업자의 거래 실태를 조사할 필요가 없다.,1,30
갑은 을에게 서면실태조사와 관련된 자료 제출을 거부하도록 강요할 수 있다.,1,30
공정거래위원회는 서면실태조사 결과를 공표하지 않아도 된다.,1,30
갑은 을에게 거짓 자료를 제출하도록 요구할 수 있다.,1,30
공정거래위원회는 서면실태조사 계획을 수립하지 않고 조사할 수 있다.,1,30
갑은 공정거래위원회의 자료 제출 요구를 무시해도 불이익이 없다.,1,30
공정거래위원회는 서면실태조사를 실시하면서 조사대상자의 범위를 임의로 변경할 수 있다.,1,30
을이 자료를 제출하지 않더라도 공정거래위원회는 별다른 조치를 취하지 않는다.,1,30
갑은 공정거래위원회의 서면실태조사 요구에 응하지 않아도 법적 책임이 없다.,1,30
"조사결과 공표 범위는 갑이 결정할 수 있으며, 불리한 내용은 공개하지 않아도 된다.",1,30
공정거래위원회는 대규모유통업자와 납품업자 사이의 거래에 대한 서면실태조사를 실시해야 한다.,0,0
공정거래위원회는 서면실태조사 결과를 공표해야 한다.,0,0
갑과 을은 공정거래위원회의 서면실태조사 요구에 성실히 응해야 한다.,0,0
공정거래위원회는 서면실태조사를 실시할 때 조사 계획을 수립해야 한다.,0,0
갑은 을에게 자료 제출을 방해하거나 거짓 자료를 제출하도록 요구해서는 안 된다.,0,0
서면실태조사를 위한 자료 제출 요구는 서면으로 명확히 전달되어야 한다.,0,0
"공정거래위원회는 서면실태조사의 조사대상자, 조사방법, 조사절차 등을 사전에 정해야 한다.",0,0
갑은 공정거래위원회의 자료 제출 요구를 성실히 이행해야 한다.,0,0
조사 결과의 공표 범위는 대통령령에 따라 결정되어야 한다.,0,0
서면실태조사는 공정한 거래질서 확립을 위해 반드시 시행되어야 한다.,0,0
갑은 계약 체결 후 거래 조건에 대한 구체적인 내용을 별도의 서면으로 제공하지 않을 수 있다.,1,6
"본 계약의 거래 형태는 구체적으로 명시되지 않았으며, 필요 시 갑이 결정하는 대로 진행한다.",1,6
갑은 계약 체결 후 주요 계약 조건을 별도 요청 시에만 서면으로 제공한다.,1,6
"본 계약서에는 일부 거래 조건이 포함되지 않을 수 있으며, 이는 갑의 재량에 따른다.",1,6
거래 조건 변경이 필요한 경우 갑의 구두 통지로 이를 대체할 수 있다.,1,6
계약 체결 즉시 서면 제공 의무는 해당 상황에 따라 유예될 수 있다.,1,6
"거래 형태는 본 계약의 부속 서류에 포함될 수 있으며, 이는 별도로 제공하지 않을 수 있다.",1,6
계약서에 명시된 내용 외의 추가 조건은 갑의 결정에 따라 구두로 전달된다.,1,6
갑은 계약 체결 후 서면으로 제공해야 하는 세부 사항을 별도로 제공하지 않을 권리를 가진다.,1,6
본 계약의 일부 내용은 갑의 재량에 따라 별도의 문서로 제공되지 않을 수 있다.,1,6
갑은 본 계약 체결 시 거래 형태 및 주요 조건을 포함한 서면을 을에게 제공한다.,0,6
본 계약은 대통령령으로 정한 계약 사항이 포함된 서면으로 체결된다.,0,6
갑은 을에게 계약 체결 즉시 거래 조건이 명시된 문서를 교부한다.,0,6
"본 계약의 서면에는 거래 형태와 조건이 명확히 기재되어 있으며, 을에게 제공된다.",0,6
본 계약의 모든 사항은 대통령령에 따라 명시적으로 기재된 문서를 통해 을에게 전달된다.,0,6
갑은 을과 체결한 계약의 주요 내용을 포함한 서면을 계약 체결 시 즉시 교부한다.,0,6
"계약 내용은 서면으로 을에게 제공되며, 이는 전자문서를 포함할 수 있다.",0,6
본 계약의 거래 형태 및 조건은 법률에 따라 을에게 문서 형태로 제공된다.,0,6
갑은 계약 체결과 동시에 을에게 주요 계약 조건을 포함한 서면을 제공한다.,0,6
"거래 조건은 서면 형태로 을에게 교부되며, 대통령령에 따른 모든 사항이 포함된다.",0,6
갑은 납품받은 상품의 대금을 계약 조건과 상관없이 감액할 수 있다,1,7
갑은 상품의 하자가 없는 경우에도 임의로 대금을 감액할 수 있다,1,7
갑은 상품의 일부만 하자가 있는 경우 전체 상품 대금을 감액할 수 있다,1,7
갑은 을의 동의 없이 상품의 경미한 오손을 이유로 대금을 감액할 수 있다,1,7
갑은 감액 사유를 서면으로 통지하지 않고 대금을 즉시 감액할 수 있다,1,7
갑은 신선농산물의 경우 계약 조건에 관계없이 임의로 대금을 삭감할 수 있다,1,7
갑은 납품 계약서를 작성하지 않은 상태에서 대금을 감액할 권리를 가진다,1,7
갑은 감액 기준과 절차를 무시하고 을에게 불리한 대금을 감액할 수 있다,1,7
갑은 납품 상품의 대금을 상품권으로 지급하거나 현물로 지급할 수 있다,1,7
갑은 을과 사전 합의 없이 상품의 경미한 하자를 이유로 대금을 감액할 수 있다,1,7
갑은 을로부터 납품받은 상품의 대금을 계약 조건에 따라 전액 지급한다,0,7
갑은 상품 하자가 확인된 경우에만 합리적인 기간 내 을과 서면 합의 후 감액한다,0,7
갑은 신선농산물의 경우 대통령령으로 정한 기간 내에서만 감액을 진행한다,0,7
갑은 대금 감액이 필요한 경우 을에게 감액 사유를 서면으로 명확히 통지한다,0,7
갑은 을과 서면으로 사전 합의한 조건에 따라 상품대금을 감액할 수 있다,0,7
갑은 납품받은 상품이 계약 조건과 일치하는 경우 대금을 감액하지 아니한다,0,7
갑은 상품 하자가 계약 조건에 따라 입증된 경우에만 감액을 진행한다,0,7
갑은 감액 절차를 진행할 때 을의 동의를 구한 후 서면으로 합의서를 작성한다,0,7
갑은 감액 금액 및 사유를 구체적으로 명시하여 을과 협의 후 감액한다,0,7
갑은 계약 종료 후에도 대금 감액과 관련된 기록을 보존한다,0,7
갑은 특약매입거래로 납품받은 상품을 판매한 경우 월 판매마감일부터 40일 이내에 을에게 판매대금을 지급한다,0,8
갑은 매장임차인의 상품판매대금을 받아 관리하는 경우 월 판매마감일부터 40일 이내에 을에게 지급한다,0,8
갑은 납품업자로부터 위탁받은 상품의 판매대금을 받아 관리하는 경우 월 판매마감일부터 40일 이내에 을에게 지급한다,0,8
갑은 직매입거래로 납품받은 상품의 대금을 상품수령일부터 60일 이내에 지급한다,0,8
갑은 상품판매대금 또는 상품대금을 지급하지 못한 경우 초과 기간에 대해 공정거래위원회가 고시하는 이율에 따라 이자를 지급한다,0,8
갑은 상품판매대금 또는 상품대금을 현금성 결제수단으로 지급하며 상품권이나 물품으로 지급하지 아니한다,0,8
갑은 을과의 계약 조건에 따라 정해진 기한 내에 상품판매대금을 지급한다,0,8
갑은 공정거래위원회가 정한 연체이율을 적용하여 초과 기간에 대해 이자를 지급한다,0,8
갑은 판매대금 지급 시 을에게 명확한 결제 내역을 제공한다,0,8
갑은 납품받은 상품의 대금을 을과 협의된 조건에 따라 적시에 지급한다,0,8
갑은 특약매입거래로 납품받은 상품의 판매대금을 월 판매마감일부터 40일 이내에 지급하지 않을 수 있다,1,8
갑은 상품수령일부터 60일이 초과한 이후에 대금을 지급해도 추가 이자를 지급하지 않을 수 있다,1,8
갑은 상품판매대금이나 상품대금을 현금이 아닌 상품권으로 지급할 수 있다,1,8
갑은 을에게 판매대금을 지급하지 않고 이를 계속 연체할 권리를 가진다,1,8
갑은 정당한 사유 없이 판매대금 지급을 지연할 수 있다,1,8
갑은 을과의 계약 조건과 상관없이 상품판매대금을 지급하지 않을 수 있다,1,8
갑은 판매대금 지급 의무를 다하지 않고 초과 기간에 대한 이자를 면제받을 수 있다,1,8
갑은 을에게 상품대금을 명확히 통지하지 않고 대금을 지급하지 않을 수 있다,1,8
갑은 정해진 기한을 초과하여 상품대금을 지급하더라도 연체에 대한 책임을 지지 않는다,1,8
갑은 상품판매대금과 상품대금을 지급하지 않더라도 을에게 별도의 보상을 제공하지 않는다,1,8
갑은 납품 계약 후 상품 수령을 을에게 사전 통보 없이 지체할 수 있다,1,9
갑은 상품 수령 중 일부만을 선택적으로 거부할 수 있다,1,9
갑은 납품된 상품의 품질에 대한 기준 없이 수령을 거부할 수 있다,1,9
갑은 상품 수령 거부에 대한 구체적인 사유를 을에게 제공하지 않아도 된다,1,9
