파일명,조항 번호,항 번호,호 번호,문장,불공정 여부,불공정 확률,독소 여부,독소 확률,어긴 법 조항 번호,어긴 법 항 번호,어긴 법 호 번호,설명
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",11,1,2,"[판촉행사 참여 등] ① 판매촉진을 위한 행사나 활동(이하 판촉행사라 한다)을 진행함에 있어, ""을""이 부담하는 비용의 일부가 ""갑""에게 불리하게 조정되어 적용될 수 있으며, 이에 대한 모든 합의는 ""갑""의 명시적인 동의 없이 비밀리에 이루어질 수 있다. ""을""은 이러한 조건 하에 판촉행사를 주도하며, ""갑""의 참여나 승인 없이도 행사 의 진행을 강행할 권리를 갖는다. 2. 판촉행사를 통해 판매할 상품의 품목",1,0.9990983009338379,0,0.0,Article 11,3,,"""대규모유통업의 공정한 거래에 관한 법률""의 제11조 제3항을 위반했습니다. 이 조항은 판매촉진비용의 부담을 대규모유통업자와 납품업자 간의 예상 이익 비율에 따라 정하되, 이를 산정할 수 없는 경우에는 두 당사자의 예상 이익이 같은 것으로 추정하도록 합니다. 그러나 제시된 계약 조항에서는 '갑'이 부담하는 비용의 일부가 '을'에게 불리하게 조정될 수 있으며, 이에 대한 합의는 '갑'의 동의 없이 이루어질 수 있다고 명시하고 있습니다. 이는 해당 법률 조항에서 금지하는 행위로 판단됩니다. 또한, '을'이 판촉행사를 주도하고 '갑'의 참여나 승인 없이도 행사를 강행할 권리를 가지고 있다는 내용은 '갑'의 이익을 무시하고 '을'의 이익만을 우선시하는 것으로 보여, 이 역시 공정한 거래를 저해하는 독소 조항으로 판단됩니다."
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",11,1,3,"[판촉행사 참여 등] ① 판매촉진을 위한 행사나 활동(이하 판촉행사라 한다)을 진행함에 있어, ""을""이 부담하는 비용의 일부가 ""갑""에게 불리하게 조정되어 적용될 수 있으며, 이에 대한 모든 합의는 ""갑""의 명시적인 동의 없이 비밀리에 이루어질 수 있다. ""을""은 이러한 조건 하에 판촉행사를 주도하며, ""갑""의 참여나 승인 없이도 행사 의 진행을 강행할 권리를 갖는다. 3. 판촉행사에 소요될 것으로 예상되는 비용의 규모 및 사용내역",1,0.9991051554679871,0,0.0,Article 11,3,,"""상법 제11조 제3항을 위반했습니다. 이 조항은 판매촉진비용의 분담비율을 대규모 유통업자와 납품업자 사이의 예상 이익 비율에 따라 정하도록 규정하고 있습니다. 또한 예상 이익의 비율을 산정할 수 없는 경우에는 대규모 유통업자와 납품업자의 예상 이익이 같은 것으로 추정한다는 내용을 담고 있습니다. 그러나 계약서에서는 '을'이 부담하는 판촉행사 비용의 일부가 '갑'에게 불리하게 조정될 수 있으며, 이에 대한 모든 합의는 '갑'의 명시적인 동의 없이 비밀리에 이루어질 수 있다고 명시되어 있습니다. 이는 상법 제11조 제3항의 규정에 반하는 내용이며, '갑'의 권리를 침해하는 불공정한 조항입니다."""
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",11,1,4,"[판촉행사 참여 등] ① 판매촉진을 위한 행사나 활동(이하 판촉행사라 한다)을 진행함에 있어, ""을""이 부담하는 비용의 일부가 ""갑""에게 불리하게 조정되어 적용될 수 있으며, 이에 대한 모든 합의는 ""갑""의 명시적인 동의 없이 비밀리에 이루어질 수 있다. ""을""은 이러한 조건 하에 판촉행사를 주도하며, ""갑""의 참여나 승인 없이도 행사 의 진행을 강행할 권리를 갖는다. 4. 해당 판촉행사를 통해 갑과 을이 직접적으로 얻을 것으로 예상되는 경제적 이익(이하 이 조에서 예상이익이라 한다)의 비율",1,0.9991053938865662,0,0.0,Article 11,3,,"""대규모유통업체의 공정한 거래에 관한 법률""의 제11조 3항을 위반했습니다. 이 법률은 판매촉진비용의 부담이 판매촉진행사를 통해 얻을 예상 이익의 비율에 따라 정해져야 하며, 이익의 비율을 산정할 수 없는 경우에는 대규모유통업자와 납품업자의 예상이익이 동일하다고 추정한다고 규정하고 있습니다. 그러나 계약 조항에서 ""을""이 부담하는 비용의 일부가 ""갑""에게 불리하게 조정될 수 있으며, 이에 대한 모든 합의는 ""갑""의 동의 없이 비밀리에 이루어질 수 있다고 명시하고 있습니다. 이는 법률에서 규정한 '예상 이익의 비율에 따른 비용 분담' 원칙을 위반하는 것으로 판단됩니다. 또한, ""을""이 행사를 강행할 권리를 갖는다는 내용은 ""갑""의 이익을 충분히 보장하지 않는 불공정한 조항으로 판단됩니다."
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",11,1,5,"[판촉행사 참여 등] ① 판매촉진을 위한 행사나 활동(이하 판촉행사라 한다)을 진행함에 있어, ""을""이 부담하는 비용의 일부가 ""갑""에게 불리하게 조정되어 적용될 수 있으며, 이에 대한 모든 합의는 ""갑""의 명시적인 동의 없이 비밀리에 이루어질 수 있다. ""을""은 이러한 조건 하에 판촉행사를 주도하며, ""갑""의 참여나 승인 없이도 행사 의 진행을 강행할 권리를 갖는다. 5. 판촉행사에 소요되는 모든 비용(명칭에 상관없이 상품의 판촉행사에 소요되 는 모든 비용을 말하며, 이하 판촉비용이라 한다)의 분담비율 또는 액수",1,0.9991042017936707,0,0.0,Article 11,3,,"""대규모유통업자 등의 공정거래에 관한 법률"" 제11조 제3항을 위반하였습니다. 이 조항은 판매촉진비용의 분담비율이 대규모유통업자와 납품업자 간의 예상 이익 비율에 따라 정해져야 함을 명시하고 있습니다. 그러나 제공된 계약 조항에서는 '을'이 판촉행사의 비용을 부담하고, '갑'에게 불리하게 조정될 수 있음을 명시하며, 이 과정이 '갑'의 동의 없이 이루어질 수 있다고 명시되어 있습니다. 이는 대규모유통업자와 납품업자 간의 예상 이익 비율을 고려하지 않고 판매촉진비용의 분담을 결정하는 것으로, 위 법률을 위반하는 것입니다."
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",11,3,,"[판촉행사 참여 등] ③ 제1항 제5호의 판촉비용 분담비율은 갑이 이익의 일부를 독점적으로 차 지하며, 을은 그에 따른 비용 분담을 강요받는다. 구체적인 비율 산정이 어 려울 경우에도 갑의 이익 극대화를 위해 을의 기여를 최소로 한다.",1,0.9991046786308289,0,0.0,Article 11,2,,"""대규모유통업체 등의 공정한 거래에 관한 법률 제11조 2항을 위반했습니다. 해당 법 조항은 판매촉진비용의 부담전가를 금지하고 있습니다. 이러한 비용의 부담이 대규모유통업체와 납품업자 간에 공정하게 분배되기 위해서는 서명 또는 기명날인한 서면으로 약정이 이루어져야 하며, 대규모 유통업체는 이 서면을 납품업자에게 제공해야 합니다. 그러나 계약 조항에서는 '갑'이 이익의 일부를 독점적으로 차지하고, '을'에게는 비용 분담을 강요하는 것으로 보여집니다. 이는 대규모유통업체 등의 공정한 거래에 관한 법률이 의도한 '공정한 거래' 원칙을 위반하는 것으로 판단됩니다."""
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",11,4,,"[판촉행사 참여 등] ④ 제3항에 따른 을의 판촉비용 분담비율은 100분의 50을 초과할 수 없다. 만약 을이 이를 초과하려 한다면, 초과분은 갑의 재정적 지원 없이 강제 로 회수 조치한다.",1,0.9990808963775635,0,0.0,Article 11,4,,"""이 계약 조항은 대리점법 제11조 제4항을 위반하였습니다. 해당 법 조항에 따르면, 납품업자 등의 판매촉진비용 분담비율은 100분의 50을 초과해서는 안 된다는 내용이 기재되어 있습니다. 그러나 계약 조항에서는 을의 판촉비용 분담비율이 100분의 50을 초과할 경우, 초과분을 갑이 재정적으로 지원하지 않고 을이 강제로 회수 조치한다는 내용이 포함되어 있습니다. 이는 법률에서 정한 판매촉진비용 분담비율을 초과하는 것을 허용하고 있어, 대리점법을 위반하는 불공정한 조항입니다."""
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",12,2,2,[매장 위치 및 면적 등] ② 갑은 매출이 감소할 시 을에게 다음 각 호의 행위를 할 수 있다. 2. 계약기간 중에 을의 매장의 위치ㆍ면적ㆍ시설을 변동하여 갑의 편의 에 맞추도록 요구하는 행위,0,0.0001655149389989674,1,0.9998250603675842,,,,"해당 계약 조항은 독소 조항입니다. 이유는 '갑'이 매출 감소를 이유로 '을'의 매장 위치, 면적, 시설을 임의로 변동하고, 이를 갑의 편의에 맞추도록 요구할 수 있기 때문입니다. 이 조항은 계약의 상호성을 침해하고 '을'에게 부당한 부담을 지우는 측면이 있습니다. 계약 당사자 간 균형을 유지하는 원칙에 위반되며, '을'의 경영의 자율성을 제한하게 됩니다. 따라서 이 조항은 독소 조항으로 볼 수 있습니다."
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",12,3,4,"[매장 위치 및 면적 등] ③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 설비변경이 라 한다)하는 경우 다음 각 호의 내용을 준수한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유 (예: 브랜드 컨셉 변경, 을이 희망하여 매장 위치를 변경하는 경우 등) 로 설비 변경하는 경우, 이에 소요되는 비용은 갑이 부담하며, 그에 따 라 을은 전체 비용의 30%를 추가로 부담하는 것으로 하여 상호 협의하 여 정한다. (기초시설 공사비용은 제1호에 의한다.)",0,0.00016545828839298338,1,0.9284182786941528,,,,"이 계약 조항은 독소 조항입니다. 이 조항이 독소인 이유는 을의 개별적인 사유로 설비를 변경하는 경우, 갑이 비용을 부담하며 을은 전체 비용의 30%를 추가로 부담하도록 되어 있기 때문입니다. 이는 을에게 불합리한 부담을 지우는 것으로, 계약의 균형을 깨트리는 요소가 될 수 있습니다. 또한, 이러한 비용 부담의 비율이나 기준이 정확하게 명시되지 않고 '상호 협의'라는 모호한 표현을 사용하였으므로, 실제로는 갑이 을에게 불리하게 강요할 가능성이 있습니다. 이러한 점들이 모두 합쳐져 이 조항이 독소 조항으로 판단됩니다."
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",12,3,5,"[매장 위치 및 면적 등] ③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 설비변경이 라 한다)하는 경우 다음 각 호의 내용을 준수한다. 5. 제4호에서 규정한 '을'의 사유로 인한 설비 변경을 실시하는 경우, 타 입점 업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등을 '갑'은 '을'과 사전 협의하며, 이 과정에서 발생하는 추가 비용은 '갑'의 지시에 따라 '을' 이 부담할 수 있다.",0,0.00016505378880538046,1,0.9996670484542847,,,,"이 계약 조항은 독소 조항입니다. 이는 '갑'이 '을'에게 설비 변경을 지시하고, 그로 인해 발생하는 추가 비용을 '을'에게 부담시킬 수 있다는 규정이 포함되어 있기 때문입니다. 이는 계약 당사자 간 균형을 깨트리고 '을'의 부담을 가중시키는 조항으로, 공정한 계약 관계를 해치는 요소가 될 수 있습니다. 이러한 조항은 '을'이 독립적인 영업 활동을 통해 이익을 창출하는 데 있어 불합리한 부담을 부과하게 되므로, '을'에게 위험성을 초래할 수 있습니다."
"24년 개정 직매입 표준거래계약서(면세점)-일부불법,독소,악세서리(시연용).pdf",17,2,,"[손해배상] ② 갑이 「대규모유통업에서의 거래 공정화에 관한 법률」 제7조, 제10조, 제12조, 제18조를 위반함으로써 납품업자등에게 손해를 입힌 경우에는 을에 게 발생한 손해를 5배에 달하는 금액으로 확대하여 배상하도록 강요한다. 고의나 과실이 없음에도 불구하고, 법적 책임을 회피하려는 시도를 엄격히 금지한다.",1,0.9990537762641907,0,0.0,Article 19,2,,"해당 계약 조항은 「민법」 제398조 2항을 위반하고 있습니다. 이 조항은 손해배상 책임의 범위를 정하며, ""법률에 따라 손해배상 책임을 지는 자가 고의나 과실이 없음에도 손해를 배상할 책임이 있다""고 명시하고 있습니다. 위 계약 조항에서는 갑이 「대규모유통업에서의 거래 공정화에 관한 법률」을 위반하였을 경우, 을에게 발생한 손해의 5배를 배상하도록 규정하고 있습니다. 이는 「민법」 제398조 2항에서 규정하는 '실제로 발생한 손해'에 대한 배상 책임을 초과하는 내용으로, 법률을 위반한 것으로 판단됩니다.

또한, 제공된 법률 조항인 '대규모유통업에서의 거래 공정화에 관한 법률' 제19조 2항은 협약 체결과 관련된 조항으로서, 이 계약 조항의 법률 위반 사항과는 직접적인 관련이 없는 것으로 보입니다. 따라서 이 조항은 적절하지 않다고 판단됩니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,2,,"[상품의 납품] ② 을은 제1항에 따른 납품기일 및 장소에 차질 없이 상품을 납품하여야 하 며, 부득이한 사유로 제1항에 따른 납품기일에 상품의 납품이 불가능한 경우에는 해당 기일의 전일까지 갑에게 납품 기한의 연장을 요청하여야 하며, 갑 이 연장 요청을 승인하지 않더라도, 을은 그로 인한 모든 비용을 전적으로 부담하여야 한다",0,0.00016628277080599219,1,0.999821126461029,,,,"이 계약 조항은 ""을""에게 부당한 부담을 강요하므로 독소 조항입니다. 납품이 불가능한 상황에 대비하여 연장을 요청하는 것은 합리적이지만, ""갑""이 연장 요청을 승인하지 않더라도 ""을""이 모든 비용을 부담해야 한다는 부분은 불공정합니다. 이는 ""을""에게 상해를 입힐 수 있으므로, 계약의 공정성을 위해 이 조항을 수정하거나 삭제하는 것이 필요합니다.
이러한 조항은 민법 제662조 제2항에 위배되며, 이에 따르면 ""양도인이 양도물의 하자로 인하여 손해를 입은 경우에는 양수인에 대하여 손해배상을 청구할 수 있다""는 내용이 있습니다. 이 조항에 따르면, ""을""은 상품의 납품에 차질이 생기더라도 그로 인한 비용을 부담할 의무가 없습니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,4,,"[상품의 납품] ④ 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계 약에 따라 납품하는 상품을 신속하게 수령하되, 갑의 판단에 의한 추가 검사 가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다.",0,0.0001652285864111036,1,0.9998084902763367,,,,"이 계약 조항은 독소 조항입니다. '갑의 판단에 의한 추가 검사가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다'는 내용 때문입니다. 이로 인해, '을'은 '갑'의 주관적 판단에 따라 예상치 못한 추가 비용을 부담하게 될 수 있습니다. 이는 계약의 균형을 해치며, 불합리한 부담을 '을'에게 주므로 독소 조항으로 판단됩니다. 이는 민법 제588조에 따라서 '계약의 공정성'을 해치는 요소로 간주될 수 있습니다. 따라서 이 부분에 대한 명확한 기준과 한계를 설정하는 것이 필요합니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,4,1,"[상품의 납품] ④ 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계 약에 따라 납품하는 상품을 신속하게 수령하되, 갑의 판단에 의한 추가 검사 가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다. 1. 납품받은 상품이 을의 책임 있는 사유로 인하여 훼손된 경우",0,0.00016501572099514306,1,0.9998112320899963,,,,"""갑의 판단에 의한 추가 검사가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다""는 조항은 독소 조항입니다. 이 조항은 계약 당사자인 '을'에게 불합리한 비용 부담을 가하고 있습니다. 특히, 추가 검사의 필요성과 그에 따른 비용 부담은 '갑'의 일방적인 판단에 의해 결정되므로 '을'의 권리를 침해하고 있습니다. 이러한 독소 조항은 '을'에게 계약 이행의 과중한 부담을 지우게 하므로 계약의 원칙에 위배됩니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,4,2,"[상품의 납품] ④ 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계 약에 따라 납품하는 상품을 신속하게 수령하되, 갑의 판단에 의한 추가 검사 가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다. 2. 납품받은 상품에 하자가 있는 경우",0,0.0001651027414482087,1,0.999805748462677,,,,"""갑의 판단에 의한 추가 검사 비용을 을이 부담해야 한다""는 조항 때문에 독소입니다. 이 조항은 계약의 균형을 깨트리는 불공정한 내용이 포함되어 있습니다. 갑이 임의로 추가 검사를 요구하고 그 비용까지 을에게 전가하는 것은 공정한 상거래를 저해하며, 을의 권리를 침해하는 행위입니다. 따라서 이 조항은 독소 조항으로 볼 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,4,3,"[상품의 납품] ④ 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계 약에 따라 납품하는 상품을 신속하게 수령하되, 갑의 판단에 의한 추가 검사 가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다. 3. 납품받은 상품이 갑이 주문한 상품과 다른 경우",0,0.00016553513705730438,1,0.9998120665550232,,,,"""갑의 판단에 의한 추가 검사 비용을 을이 부담하도록 하는 조항 때문에 독소입니다."" 이 조항은 갑의 임의에 따라 추가 검사를 요구하고 그 비용을 을에게 전가하는 내용을 담고 있습니다. 이는 을에게 불합리한 비용 부담을 일으킬 수 있으며, 갑이 남용할 위험성이 있습니다. 또한, 갑의 판단 기준이 명확하게 명시되어 있지 않아 계약 당사자 사이에 분쟁이 발생할 가능성이 있습니다. 이러한 이유로 이 조항은 독소 조항으로 판단됩니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,4,4,"[상품의 납품] ④ 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계 약에 따라 납품하는 상품을 신속하게 수령하되, 갑의 판단에 의한 추가 검사 가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다. 4. 일정한 기간 동안 주로 판매되는 상품으로 해당 기간을 넘겨 납품한 경우",0,0.00016542058438062668,1,0.999810516834259,,,,"""갑의 판단에 의한 추가 검사가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다""는 조항 때문에 독소 조항입니다. 이 조항은 일방적으로 갑의 판단에 따라 추가 검사가 필요하다고 판단될 때 그 비용을 을에게 전가하는 내용을 담고 있습니다. 이런 조항은 계약의 균형을 깨트리고 을에게 부당한 부담을 주게 됩니다. 특히 검사의 필요성과 범위는 갑이 단독으로 결정하므로 을이 검사 비용을 무제한으로 부담해야 할 가능성이 있습니다. 이는 계약 당사자의 권리와 의무의 균형을 크게 해치는 것으로 판단됩니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,4,5,"[상품의 납품] ④ 갑은 을이 상품을 납품하면 제5조제2항의 검수기준에 따라 검수를 마친 후 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 을이 이 계 약에 따라 납품하는 상품을 신속하게 수령하되, 갑의 판단에 의한 추가 검사 가 필요하다고 판단될 경우 을은 그에 대한 모든 비용을 부담해야 한다. 5. 그 밖에 제1호부터 제4호까지의 규정에 준하는 사유로 갑이 상품의 수령 을 지체하거나 거부할 수 있는 정당한 사유가 있는 경우",0,0.00016485403466504067,1,0.9998101592063904,,,,"""갑의 판단에 의한 추가 검사 비용을 을이 부담해야 한다'는 조항 때문에 독소입니다. 이 조항은 갑에게 너무 많은 권한을 부여하고 있으며, 을이 불합리하게 부담을 지게 됩니다. 을이 추가 검사 비용을 부담해야 한다면, 그 기준이 명확하게 제시되어야 합니다. 하지만, 해당 조항은 검사의 필요성이 갑의 주관적 판단에 의해 결정되고 그 비용이 을에게 전가되는 것을 허용하므로, 을에게 불공정한 부담을 지우는 독소 조항입니다."""
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,6,2,"[상품의 납품] ⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위 를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 2. 판촉행사의 실시를 목적으로 통상의 납품수량보다 현저히 많은 수량을 납품 하게 할 경우, 납품된 추가 수량에 대한 비용은 을이 전적으로 부담",0,0.0001661391870584339,1,0.9998171925544739,,,,"""상품의 납품"" 조항에서 갑이 을에게 통상의 납품수량보다 현저히 많은 수량을 납품하게 할 경우, 그 추가된 비용을 을이 전적으로 부담하도록 하는 부분은 독소 조항입니다. 이는 계약의 상대방인 을에게 불리한 조건을 부당하게 부과하는 것으로, 을이 상품의 납품에 대한 비용을 예측하고 계획하기 어렵게 만들고, 그에 따른 재정적 부담을 가중시키기 때문입니다. 특히 판촉행사 등 특정 상황에서만 발생하는 부담을 전적으로 을에게 떠넘기는 것은 계약의 공정성을 저해하고 을의 권리를 침해하는 것으로 볼 수 있습니다. 이런 독소 조항은 계약 당사자 간의 균형을 깨뜨리며, 그로 인해 을이 상당한 위험에 노출될 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,4,6,4,"[상품의 납품] ⑥ 갑은 납품과 관련하여 을에게 정당한 사유 없이 다음 각 호의 행위 를 해서는 아니 되며, 이 경우 을이 갑의 요구에 응하지 않더라도 갑은 을에게 이에 관한 책임을 물을 수 없다. 4. 유통업체가 매월 일정 이익률 확보를 위해 필요한 금액을 계산한 후 해당 금 액을 확보하기 위해 납품금액 가격 인하를 요구하는 경우, 이러한 요구가 반 영되지 않으면 발생하는 추가 비용은 전적으로 '을'이 부담하지 않으며, '갑' 이 이를 부담",0,0.00016678615065757185,1,0.9921913743019104,,,,"이 조항은 독소 조항입니다. 이유는 계약 당사자 간의 균형을 해치는 내용이기 때문입니다. 먼저, 계약에서 '을'은 상품을 제공하는 역할을 하므로, 이익률 확보를 위해 필요한 금액 계산 후 납품금액 가격 인하를 요구하는 것은 '을'의 이익을 침해하는 행위입니다. 또한, 요구가 반영되지 않을 경우 발생하는 추가 비용을 '을'이 전적으로 부담하게 하는 것은 공정하지 않습니다. '갑'과 '을' 사이에 균형을 유지하려면, 이러한 비용은 양 당사자 간에 공유되어야 합니다. 따라서, 이 조항은 '을'에게 불합리한 부담을 지우는 독소 조항이라고 볼 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,5,3,,"[검수기준 및 품질검사] ③ 갑은 을이 납품하는 상품에 대하여 품질검사 및 성분검사가 필요하 다고 판단할 경우 을에게 해당 검사를 요구할 수 있으며, 이 경우 을은 필요한 모든 검사 비용을 부담하고 공인된 검사기관으로부터 검사를 받은 후 검 사결과를 해당 상품의 납품 전에 갑에게 제출한다.",0,0.00016529177082702518,1,0.9998201727867126,,,,"""[검수기준 및 품질검사] ③ 갑은 을이 납품하는 상품에 대하여 품질검사 및 성분검사가 필요하다고 판단할 경우 을에게 해당 검사를 요구할 수 있으며, 이 경우 을은 필요한 모든 검사 비용을 부담하고 공인된 검사기관으로부터 검사를 받은 후 검 사결과를 해당 상품의 납품 전에 갑에게 제출한다."" 조항은 독소 조항입니다.

이유는, 이 조항이 공정하지 않은 이유는 갑이 판단에 따라 을에게 검사를 요구할 수 있으며, 검사 비용을 모두 을이 부담해야 한다는 점에서 비례성이 결여되었다는 것입니다. 품질검사 및 성분검사는 상품의 안전성을 보장하는 중요한 과정이므로, 그 비용은 일반적으로 양 당사자 간에 공유되어야 합니다. 따라서 이 조항은 을에게 부당한 부담을 지우는 독소 조항으로 볼 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,5,5,,"[검수기준 및 품질검사] ⑤ 품질검사 및 성분검사 결과 을이 납품한 상품이 법적기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 상품의 납품중지 및 상당한 기간을 정하여 시정을 요구할 수 있으며, 을은 이 기간 동안 발생 하는 모든 손실을 부담하여야 하며, 을이 시정요구에 불응할 경우 계약을 해 지할 수 있다.",0,0.00016500282799825072,1,0.9998077750205994,,,,"이 계약 조항은 독소 조항입니다. 그 이유는 을이 납품한 상품이 법적기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우, 모든 손실을 을에게 전가하고, 그에 따른 시정 요구에 불응할 경우 계약을 해지할 수 있다는 내용 때문입니다. 이는 을에게 과도한 불이익을 주는 조항으로, 진정한 계약의 자유와 평등을 저해하며, 계약의 공정성을 침해할 수 있습니다. 이러한 조항은 통상적으로 갑과 을 사이의 권리와 의무의 균형을 깨뜨리며, 을에게 부당한 부담을 가하게 됩니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,6,1,,"[납품대금 지급 및 감액금지] ① 갑은 납품대금을 상품 입고일부터 60일 이내에 현금으로 지급해야 하지 만, 해외 상품의 경우에는 지연된 기간 동안 갑이 정한 비율로 추가 수수료를 부 과할 수 있다. 특히, 갑의 서류 제공 지연이나 업무 처리 지연 등 을의 귀책 사유가 아닌 상황에서도, 갑은 이러한 조건을 강제로 적용할 수 있다.",1,0.9990981817245483,0,0.0,Article 15-1,1,,"""대규모유통업자의 공정한 거래에 관한 법률 제15조 제1항을 위반했습니다. 이 조항은 대규모유통업자가 정당한 사유 없이 납품업자에게 자신 또는 제3자를 위해 금전, 물품, 용역, 그 밖의 경제적 이익을 제공하게 하여서는 안 된다는 내용입니다. 

해당 계약 조항에서 갑이 을에게 지급해야 할 납품대금의 지급을 60일까지 지연시키고, 해외 상품의 경우 추가 수수료를 부과하는 것은 갑이 을에게 경제적 이익을 제공하게 하는 행위라고 볼 수 있습니다. 특히, 갑의 사유에 따라 이러한 조건을 강제로 적용하는 것은 이 법률을 위반하는 행위로 해석될 수 있습니다. 이로 인해 을이 부당하게 손해를 보게 될 가능성이 있으므로, 이러한 조항은 불공정하다고 판단됩니다."""
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,10,3,,"[서비스 품질유지] ③ 갑과 을은 고객불만 해결 또는 재발방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등을 종합적으로 고려하여 갑이 제시한 비율에 따 라 합의하여 분담한다.",0,0.00016556291666347533,1,0.9998160004615784,,,,"해당 계약 조항은 독소 조항입니다. 이는 '갑'이 제시한 비율에 따라 '을'과 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 분담한다는 내용 때문입니다. 이 조항은 '갑'이 무조건적인 권한을 가지고 있어, '을'이 비용 부담에 대한 공정한 협상 기회를 상실하게 하며, 이를 통해 '을'이 부당하게 높은 비용을 부담하게 될 수 있습니다. 따라서 이는 '을'에게 불공정한 위험을 가중시키는 독소 조항이라 할 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,13,2,,[기타 비용의 사전 통지] ② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 무단으로 사 전 통지하지 않고 협의 없이 갑의 이익만을 위해 조정을 진행해야 한다.,1,0.9990999698638916,0,0.0,Article 11,2,,"""대한민국 공정거래법 제3조 제2항을 위반하였습니다. 이 조항은 '기업은 거래조건을 결정하거나 변경할 때에는 그 거래상대방에게 이를 사전에 알려야 한다'라고 명시하고 있습니다. 제공된 계약서 조항에서는 '갑'이 비용 또는 부담 기준을 변경시킬 경우 무단으로 사전 통지하지 않고, 협의 없이 조정을 진행한다고 적혀있는데, 이는 공정거래법 제3조 제2항에 반하는 내용입니다. 이로 인해 '을'에게 불리한 상황이 발생할 수 있으며, 이는 공정한 거래 질서를 저해하는 불공정한 거래 행위로 간주될 수 있습니다."""
