sentence,article_number,toxic_label,clause_number,sub_clause_number
④ 제3항에 따른 검사비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우로서 다음 각 호의 어느 하나에 해당하는 경우에는 갑이 검사비용을 부담한다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 갑에게 통보하지 않고 판정 받은 경우,5,1,4,1
④ 제3항에 따른 검사비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우로서 갑이 정한 기준에 미치지 못한 경우에는 갑이 검사비용을 부담한다. 2. 상품의 특성상 추가적인 공인기관의 검사를 거치지 않더라도 해당 상품의 품질적합 여부가 외관상 뚜렷이 판단될 수 있는 등 처음부터 품질검사 및 성분검사가 필요하지 않았다고 인정될 수 있는 경우,5,1,4,2
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중지하고, 별도로 정한 짧은 기간 내에 시정을 요구할 수 있으며, 을이 이러한 시정 요구에 불응할 경우 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 실시하여야 하며, 이 과정에서 갑은 반드시 이상이 발견된 경우에만 을에게 샘플을 요청할 수 있다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 따르지 않는 을이 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지할 수 있으며, 검수기준에 대한 모든 책임은 을에게 귀속된다.",5,1,2,0
④ 제3항에 따라 발생하는 검사비용은 을이 부담한다. 그러나 제3항에 명시된 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우에도 갑이 검사비용을 부담하는 것은 을의 검사 수수료가 갑이 내야 할 기준 이하일 경우로 한정된다.,5,1,4,0
"④ 제3항에 따라 발생하는 검사비용은 을이 부담한다. 그러나 제3항에 명시된 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우, 다음 각 호의 어느 하나에 해당하는 경우에는 갑이 검사비용을 부담하게 된다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 갑에게 부적합 판정을 받은 경우",5,1,4,1
"④ 제3항에 따라 발생하는 검사비용은 을이 부담한다. 그러나 제3항에 명시된 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우, 을의 납품 후 30일 이내에 갑이 주장하는 모든 품질 문제에 대해 을이 비용을 추가로 부담하게 된다. 2. 상품의 특성상 추가적인 공인기관의 검사를 거치지 않더라도 해당 상품의 품질적합 여부가 외관상 뚜렷이 판단될 수 있는 등 처음부터 품질검사 및 성분검사가 필요하지 않았다고 인정될 수 있는 경우",5,1,4,2
"⑤ 품질검사와 성분검사 결과을이 납품한 쥬얼리가 법적 기준을 만족하지 못하여 불합격 또는 부적합 판정을 받게 되는 경우 갑은 해당 쥬얼리에 대한 납품을 중지하고, 적절한 기간을 정하여 시정을 요구할 수 있으며, 을은 갑이 정한 기간 내에 모든 비용 부담을 통해 이러한 시정 요구에 응해야 하며, 을이 이러한 시정 요구에 불응할 경우 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 실시하여야 하며, 이 경우 갑은 검수를 위하여 을에게 샘플 쥬얼리를 요구할 수 있다. 단, 을이 제공하는 샘플 쥬얼리는 갑이 정한 기준을 충족하지 않을 경우 발생하는 모든 비용을 을이 부담해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 이 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면으로 통보할 때, 쥬얼리의 수검 기준과 본 사안의 모든 비용은 을의 부담으로 하도록 한다.",5,1,2,0
"④ 제3항에 따라 발생하는 검사 비용은 을의 책임 하에 있다. 그러나 제3항에 의거한 품질 검사 및 성분 검사의 결과, 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 혹은 적합 판정을 받는 경우, 다음의 각 항목 중 하나에 해당할 때는 갑이 검사 비용을 부담하게 되며, 이로 인해 을은 추가 비용을 부담할 수 있다.",5,1,4,0
"④ 제3항에 따라 발생하는 검사 비용은 을의 책임 하에 있다. 그러나 제3항에 의거한 품질 검사 및 성분 검사의 결과, 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 혹은 적합 판정을 받는 경우, 다음의 각 항목 중 하나에 해당할 때는 갑이 검사 비용을 부담하게 된다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 합격 또는 적합 판정을 받은 경우 갑은 을이 제공한 상품과 관련된 모든 책임을 면하게 된다.",5,1,4,1
"④ 제3항에 따라 발생하는 검사 비용은 을의 책임 하에 있다. 그러나 제3항에 의거한 품질 검사 및 성분 검사의 결과, 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 혹은 적합 판정을 받는 경우, 갑이 검사 비용을 부담하되, 이때 을은 그 비용의 20%를 별도로 부담해야 한다. 2. 상품의 특성상 추가적인 공인기관의 검사를 거치지 않더라도 해당 상품의 품질적합 여부가 외관상 뚜렷이 판단될 수 있는 등 처음부터 품질검사 및 성분검사가 필요하지 않았다고 인정될 수 있는 경우",5,1,4,2
"⑤ 품질검사 및 성분검사 결과, 을이 납품한 쥬얼리가 법적기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중단하고, 을에게 주어진 정해진 기간 내에 시정을 요구할 수 있으며, 을이 이러한 시정 요구에 응하지 않을 경우 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 실시해야 한다. 이때 갑은 검수를 위하여 을에게 쥬얼리 샘플을 요청할 수 있으며, 요청된 샘플이 검수 기준에 미달할 경우 을은 책임을 져야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 쥬얼리에 대한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하지만, 을이 이를 준수하지 않았을 경우 발생하는 모든 비용은 을이 부담해야 한다.",5,1,2,0
"④ 제3항에 따라 발생하는 검사비용은 을이 부담하게 된다. 단, 제3항에 따른 품질검사 및 성분검사 결과로 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우에도 갑이 해당 검사비용을 부담하지 않으며, 다음의 각 호 중 몇 가지 상황이 발생할 경우에도 을이 해당 검사비용을 부담하게 된다.",5,1,4,0
"④ 제3항에 따라 발생하는 검사비용은 을이 부담하게 된다. 단, 제3항에 따른 품질검사 및 성분검사 결과로 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우, 그리고 다음의 각 호 중 어느 하나에 해당하는 상황이 발생할 경우에는 갑이 해당 검사비용을 부담한다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 합격 또는 적합 판정을 받은 경우, 갑은 해당 상품에 대한 모든 책임을 지지 않으며, 을은 이후 발생하는 모든 비용과 손실을 부담해야 한다.",5,1,4,1
"④ 제3항에 따라 발생하는 검사비용은 을이 부담하게 된다. 단, 제3항에 따른 품질검사 및 성분검사 결과로 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우, 그리고 다음의 각 호 중 어느 하나에 해당하는 상황이 발생할 경우에는 갑이 해당 검사비용을 부담한다. 2. 상품의 특성상 추가적인 공인기관의 검사를 거치지 않더라도 해당 상품의 품질적합 여부가 외관상 뚜렷이 판단될 수 있는 등 처음부터 품질검사 및 성분검사가 필수적이지 않았다고 인정될 수 있는 경우, 갑은 을에게 발생하는 모든 비용을 전가할 수 있다.",5,1,4,2
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중지하고, 시정이 이루어질 때까지 일정한 기간을 정하여 시정을 요구할 수 있다. 만약 을이 이 시정 요구에 불응할 경우, 계약 해지와 함께 을의 모든 손해배상 책임을 요구할 수 있는 권리를 가진다.",5,1,5,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 전달해야 하며, 이에 따른 검수로 인해 발생하는 추가 비용은 을이 부담해야 한다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품중지 및 상당한 기간을 정하여 시정을 요구할 수 있으며, 을이 시정요구에 불응할 경우 갑이 추가 비용을 부담하여 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 실시하여야 한다. 이때 갑은 검수를 원활하게 진행하기 위하여 을에게 쥬얼리 샘플을 요청할 수 있으며, 이 경우 을은 갑의 요구에 따라 추가 비용을 부담해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령에 의한 허용 기준 등을 기준으로 하여 납품하는 쥬얼리에 관한 검수 기준을 사전에 을에게 서면으로 통지할 수 있지만, 을은 이러한 통지를 통해 명시된 기준에 대한 이의를 제기할 수 없도록 사전에 서면으로 동의해야 한다. 이 서면 통지에는 전자문서 및 전자거래 기본법 제2조 제1호에 해당하는 전자문서도 포함된다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 만족하지 못해 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중지시키고 적절한 기간을 정하여 시정을 요구할 수 있으며, 을이 이러한 시정 요구에 따르지 않는 경우에는 계약 해지와 함께 을이 그로 인해 발생하는 모든 비용을 부담하게 한다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 진행해야 한다. 이때 갑은 검수를 위해 을에게 샘플 쥬얼리를 요청할 수 있으며, 을은 갑이 요구하는 모든 비용을 부담해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면으로 명확하게 알리되, 검수기준이 을의 책임으로 해석될 수 있도록 기재해야 한다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품 중지를 요구하고, 적절한 기간을 정하여 시정을 요청할 수 있으며, 을이 이 시정 요구에 따르지 않을 경우 을은 갑에게 발생하는 모든 손해를 보상해야 한다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 면밀한 검수를 실행해야 한다. 이때 갑은 검수를 위해 을에게 해당 쥬얼리의 샘플을 요청할 수 있으며, 을은 갑의 요구에 따라 모든 추가 비용을 부담해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 이 납품하는 쥬얼리에 관한 검수 기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 알려되, 을이 별도로 정한 기준을 따를 것을 요구할 수 있다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품 중지 및 적정 기간을 정하여 시정을 요구할 수 있으며, 을이 시정 요구에 불응할 경우에 한해 갑은 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 실시해야 한다. 이때 갑은 검수를 위해 을에게 쥬얼리의 샘플을 요청할 수 있으며, 이 샘플에 대한 비용은 을이 부담해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 확인하여 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면으로 통지해야 하며, 여기에는 을이 이 기준을 충분히 이해했다고 인정하는 내용이 포함되어야 한다.",5,1,2,0
"④ 제3항에 따른 품질 검사는 '프리지아 S1 목걸이'에 관한 검사비용은 을이 부담하게 된다. 그러나 제3항에 명시된 품질검사와 성분검사 결과 '프리지아 S1 목걸이'이 법적 기준을 충족하며 합격 또는 적합 판정을 받았을 경우에도, 갑의 판단에 따라 추가적인 검사가 필요하다고 인정되는 범위 내에서는 을이 추가 검사비용을 부담하게 된다.",5,1,4,0
"④ 제3항에 따른 품질 검사는 '프리지아 S1 목걸이'에 관한 검사비용은 을이 부담하게 된다. 그러나 제3항에 명시된 품질검사와 성분검사 결과 '프리지아 S1 목걸이'이 법적 기준을 충족하며 합격 또는 적합 판정을 받았을 경우 다음 각 호의 어느 하나에 해당하는 상황에서는 갑이 검사비용을 부담하게 된다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 합격 또는 적합 판정을 받은 경우, 갑은 을이 제공한 모든 검사 결과에 대한 책임을 전적으로 부담하게 된다.",5,1,4,1
④ 제3항에 따른 품질 검사는 '프리지아 S1 목걸이'에 관한 검사비용은 을이 부담하게 된다. 다만 제3항에 명시된 품질검사와 성분검사 결과 '프리지아 S1 목걸이'이 법적 기준을 충족하며 합격 또는 적합 판정을 받았을 경우 갑이 검사비용을 부담하는 상황에서 을은 해당 비용의 10%를 별도로 추가로 부담하게 된다. 2. 상품의 특성상 추가적인 공인기관의 검사를 거치지 않더라도 해당 상품의 품질적합 여부가 외관상 뚜렷이 판단될 수 있는 등 처음부터 품질검사 및 성분검사가 필요하지 않았다고 인정될 수 있는 경우,5,1,4,2
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면으로 알려야 하며, 이를 최소한 을의 요구보다 더 엄격한 기준으로 정해야 한다. 이 서면은 전자문서 및 전자거래 기본법 제2조 제1호의 전자문서를 포함한다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품을 중지하고, 정해진 상당한 기간 내에 시정을 요구할 수 있으며, 을이 이 시정 요구에 응하지 않을 경우 갑은 시정 요청에 따른 모든 비용을 부담해야 하며, 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 진행하여야 한다. 이때 갑은 검수를 위하여 을에게 해당 쥬얼리의 샘플을 요구할 수 있으며, 을은 갑의 요청에 따라 총 납품 물량의 일부를 무상으로 제공해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용 기준 등을 납품하는 쥬얼리에 관한 검수 기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하되, 이 검수 기준이 각종 사유로 인해 검수가 불가능한 경우와 그에 따른 모든 비용은 을이 부담해야 한다.",5,1,2,0
"③ 갑은 을이 납품하는 쥬얼리에 대하여 품질검사 및 성분 검사가 필요할 경우 을에게 해당 검사를 요구할 수 있다. 이 경우 을은 검사비용을 전적으로 부담하며, 공인된 검사기관으로부터 검사를 받은 후 검사 결과를 해당 쥬얼리의 납품 전에 갑에게 제출해야 한다.",5,1,3,0
④ 제3항에 따른 품질 검사 비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우로서 다음 각 호의 어느 하나에 해당하는 경우에는 갑이 해당 품질 검사에 대해 추가 비용을 함께 부담하여야 한다.,5,1,4,0
"④ 제3항에 따른 품질 검사 비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우라 하더라도, 갑의 임의 판단에 의해 추가적인 검사 요구사항이 발생할 경우에는 을이 그 모든 검사 비용을 추가로 부담한다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 이미 합격 또는 적합 판정을 받은 경우",5,1,4,1
④ 제3항에 따른 품질 검사 비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우로서 갑이 사전에 지정한 특정 검사 절차에 따르지 않은 경우에는 을이 검사 비용을 부담한다. 2. 상품의 특성상 추가적인 공인기관의 검사를 거치지 않더라도 해당 상품의 품질적합 여부가 외관상 뚜렷이 판단될 수 있는 등 처음부터 품질검사 및 성분검사가 필요하지 않았다고 인정될 수 있는 경우,5,1,4,2
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품을 중지하고, 을은 갑이 정한 일정한 기간을 준수하여 시정을 요구할 수 있으며, 을이 이 시정 요구를 이행하지 않을 경우 계약이 해지될 수 있다.",5,1,5,0
① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 철저한 검수를 실시하여야 한다. 이때 갑은 검수를 원활하게 진행하기 위하여 을에게 쥬얼리 샘플을 한정된 수량으로 요구할 수 있다.,5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 이 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통보해야 하며, 이를 준수하지 않을 경우 발생하는 모든 문제에 대해 갑이 전적으로 책임진다.",5,1,2,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 진행해야 하며, 이 경우 갑은 검수를 위해 을에게 샘플을 요청할 수 있고, 을은 검수에 필요한 모든 비용을 부담해야 한다.",5,1,1,0
"② 갑은 '프리미엄 클래식 쥬얼리'의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통보하되, 이 기준이 을에게 불리하게 적용될 수 있는 사항을 포함할 경우 갑은 이에 따른 모든 책임을 지지 않는다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 이 회사가 납품한 쥬얼리가 법적기준을 충족하지 못해 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중단하고 일정 기간 이 회사의 시정 요구를 기다리지 않고 바로 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 하여야 하며, 이 경우 을은 갑의 요구에 따라 샘플 쥬얼리를 반드시 제공해야 한다.",5,1,1,0
"⑤ 품질검사 및 성분검사 결과, 을이 납품한 쥬얼리가 법적 기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중지하며, 을은 갑이 정당한 사유에 따라 설정한 일정 기간 내에 시정 조치를 반드시 이행해야 한다. 만약 을이 이러한 시정 조치에 이행하지 않을 경우, 갑은 계약을 해지할 권리를 가질 수 있으며, 이에 따른 모든 손실은 을이 부담하게 된다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 실시하여야 하며, 이때 갑은 검수를 위하여 을에게 쥬얼리 샘플을 요구할 수 있고, 을은 갑이 요구한 샘플 외에 추가적인 비용을 부담해야 한다.",5,1,1,0
"② 갑은 '시간의 예술' 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 '시간의 예술' 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 명확하게 알려야 하며, 이와 관련된 모든 책임은 을이 부담해야 한다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품 중지를 요구할 수 있으며, 상당한 기간을 정하여 시정을 요청할 수 있다. 만약 을이 이 시정 요구에 응하지 않을 경우, 갑은 계약을 해지할 수 있는 권리를 가지며, 그로 인해 발생하는 모든 비용은 을이 부담하도록 한다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 철저한 검수를 수행해야 한다. 이때 갑은 검수를 원활히 진행하기 위하여 을에게 샘플 쥬얼리를 요청할 수 있으며, 을은 갑의 검수 결과에 따라 추가 비용을 부담해야 한다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 이 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 정확하게 전달할 의무가 있으며, 그에 따른 모든 검수 비용은 을이 부담해야 한다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품 중지 및 상당한 기간을 정하여 시정을 요구할 수 있으며, 을이 시정 요구에 불응할 경우 계약을 해지할 수 있고, 이 경우 을은 갑에게 이미 납품된 쥬얼리의 모든 비용을 부담해야 한다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 수행하여야 하며, 그 과정에서 발생하는 모든 비용은 을이 부담해야 한다. 이때 갑은 검수를 진행하기 위해 을에게 샘플을 요청할 수 있다.",5,1,1,0
"③ 갑은 을이 납품하는 쥬얼리에 대하여 품질검사 및 성분검사가 필요할 경우 을에게 해당 검사를 요청할 수 있으며, 이 경우 을은 검사 비용을 전액 부담하여 공인된 검사기관으로부터 검사를 받은 후 검사결과를 해당 쥬얼리의 납품 전에 갑에게 제출해야 한다.",5,1,3,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적기준을 만족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품을 중지하고 적절한 기간을 정하여 시정을 요구할 수 있으며, 을이 이러한 시정 요구에 응하지 않을 경우 갑이 시정 절차에 소요된 비용을 전액 부담하여 계약을 해지할 수 있다.",5,1,5,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 이 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 상세히 전달해야 하며, 만약 을이 이를 명확히 이행하지 않을 경우, 갑의 모든 권리는 자동으로 을에게 귀속된다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 프리지아 쥬얼리 '에뛰두르 3000'이 법적 기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 프리지아 쥬얼리 '에뛰두르 3000'의 납품 중지 및 상당한 기간을 정하여 시정을 요구할 수 있으며, 을은 그러한 상황에서 추가적인 비용을 부담하여 시정 요구에 즉시 응해야 한다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 철저한 검수를 수행해야 한다. 이때 갑은 검수를 원활하게 진행하기 위해 을에게 쥬얼리의 샘플을 요청할 수 있으며, 이에 대한 비용은 을이 부담해야 한다.",5,1,1,0
"② 갑은 '프리미엄 클래식 쥬얼리'의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 '프리미엄 클래식 쥬얼리'에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하되, 해당 검수기준이 을에게 유리하지 않은 내용일 경우, 을은 그로 인한 모든 책임을 부담해야 한다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 쥬얼리의 납품을 즉각 중지할 수 있으며, 을은 갑이 정한 기한 내에 시정을 완료하지 못할 경우 갑에게 상당한 손해배상을 지급해야 한다.",5,1,5,0
"① 갑은 납품받는 쥬얼리에 관하여 갑의 검수기준에 따른 검수를 수행해야 하며, 이 경우 갑은 검수를 보다 원활하게 진행하기 위해 을에게 샘플을 요청할 의무를 가진다.",5,1,1,0
"② 갑은 쥬얼리의 품질, 규격, 관련 법령의 허용기준 등을 납품하는 쥬얼리에 관한 검수기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통보하되, 통보된 내용과 다르게 납품된 경우 는 갑의 책임이 아닌 것으로 간주된다.",5,1,2,0
"⑤ 품질검사 및 성분검사 결과 을이 납품한 쥬얼리가 법적 기준을 충족하지 못하여 불합격 또는 부적합 판정을 받은 경우, 갑은 해당 쥬얼리의 납품을 중지하고 일정 기간을 정하여 시정을 요구할 수 있으며, 그 기간 동안 을은 갑이 정한 모든 수수료를 부담해야 하고, 을이 시정 요구에 응하지 않을 경우 계약을 해지할 수 있다.",5,1,5,0
"① 갑은 납품받는 주류에 관하여 갑의 검수기준에 따른 철저한 검수를 진행하여야 한다. 이때 갑은 검수를 위해 을에게 샘플을 요청할 수 있으며, 이 경우 을은 갑의 요청에 따라 추가적인 비용을 부담해야 한다.",5,1,1,0
"② 갑은 '프리미엄 주류'의 품질, 규격, 그리고 관련 법령의 허용 기준 등을 납품하는 '프리미엄 주류'에 관한 검수 기준을 사전에 을에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 안내하되, 을이 이를 수용한 경우에만 해당 기준이 유효하다고 명시해야 한다.",5,1,2,0
③ 갑은 을이 납품하는 주류에 대하여 품질검사 및 성분검사가 필요한 경우 을에게 해당 검사를 요구할 수 있다. 이 경우 을은 공인된 검사기관으로부터 검사를 받은 후 발생하는 모든 비용을 부담하고 검사결과를 해당 주류의 납품 전에 갑에게 제출한다.,5,1,3,0
"④ 제3항에 따른 검사비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 주류가 법적 기준을 충족하여 합격 또는 적합 판정을 받은 경우라 하더라도, 갑이 정한 조건을 충족하지 못한 경우에는 갑이 검사비용을 부담한다.",5,1,4,0
④ 제3항에 따른 검사비용은 을이 부담한다. 다만 제3항에 따른 품질검사 및 성분검사 결과 을이 납품한 주류가 법적 기준을 충족하여 합격 또는 적합 판정을 받지 못한 경우에는 갑이 검사비용을 부담한다. 1. 을이 제3항에 따른 검사 이전에 이미 해당 상품에 대한 적절한 품질검사 또는 성분검사 등을 거쳐 이미 합격 또는 적합 판정을 받은 경우,5,1,4,1
