sentence,unfair_label,law_acticle
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 바탕으로 동일한 품목을 다른 공급업체와 협의할 수 있다.    6. 을의 내부 관리 시스템(ERP 등)의 접속 권한 및 운영 방식",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 바탕으로 동일한 품목을 다른 공급업체와 협의할 수 있다.    7. 그 외 을의 경영 및 거래 활동에 중대한 영향을 미칠 수 있는 제1호 내지 제6호에 준하는 정보",1,14
"② 갑이 제1항 각 항목의 정보를 요청하려는 경우, 다음 내용을 포함한 서면을 작성하여 사전에 을에게 전달해야 한다.    ",0,0
"② 갑이 제1항 각 항목의 정보를 요청하려는 경우, 다음 내용을 포함한 서면을 작성하여 사전에 을에게 전달해야 한다.    1. 요청 정보의 목적 및 활용 계획",0,0
"② 갑이 제1항 각 항목의 정보를 요청하려는 경우, 다음 내용을 포함한 서면을 작성하여 사전에 을에게 전달해야 한다.    2. 비밀 유지 방안과 비밀 침해 시의 손해배상 계획 등 보안 조치",0,0
"② 갑이 제1항 각 항목의 정보를 요청하려는 경우, 다음 내용을 포함한 서면을 작성하여 사전에 을에게 전달해야 한다.    3. 요청 정보의 필요 일자, 제공 기한 및 구체적인 제공 방법",0,0
"② 갑이 제1항 각 항목의 정보를 요청하려는 경우, 다음 내용을 포함한 서면을 작성하여 사전에 을에게 전달해야 한다.    4. 정보 요청이 불가피하다는 점을 증명할 수 있는 자료",0,0
③ 제2항에 따라 작성된 서면은 갑과 을이 각각 서명하거나 기명날인해야 한다.,0,0
"④ 갑은 요청 목적에 필요한 최소 범위 내에서만 정보를 요구해야 하며, 그 범위를 초과하지 않아야 한다.",0,0
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    ",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    1. 을의 신제품 개발 계획, 원료 조달 정보 및 제조 공정의 세부 내용",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    2. 을이 다른 유통채널(국내외 면세점 포함)에 제공하는 판매 조건 및 가격 정책",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    3. 을의 글로벌 마케팅 전략, 광고비 배정 내역 및 프로모션 계획",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    4. 을의 타 면세점에서의 판매 실적(매출, 판매량, 구매 고객층 분석 등)에 관한 정보",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    5. 을의 주요 공급업체 및 생산업체 명단, 계약 조건 및 협상 내역",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    6. 을의 물류 및 재고 관리 시스템, 제품 출고 계획 등 운영 관련 정보",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 공급 체계 평가 목적으로 요청할 수 있다.    7. 그 밖에 을의 브랜드 운영 및 글로벌 전략에 중대한 영향을 미칠 수 있는 제1호 내지 제6호에 준하는 정보",1,14
"② 갑이 제1항에 명시된 정보를 을에게 요구하려면, 다음 사항을 포함한 서면을 을에게 제공해야 한다.      ",0,0
"② 갑이 제1항에 명시된 정보를 을에게 요구하려면, 다음 사항을 포함한 서면을 을에게 제공해야 한다.      1. 정보 요구의 목적과 필요성에 대한 명시",0,0
"② 갑이 제1항에 명시된 정보를 을에게 요구하려면, 다음 사항을 포함한 서면을 을에게 제공해야 한다.      2. 정보 보호 및 비밀유지를 위한 조치와 침해 발생 시 보상 방안",0,0
"② 갑이 제1항에 명시된 정보를 을에게 요구하려면, 다음 사항을 포함한 서면을 을에게 제공해야 한다.      3. 정보 요청일, 제공 마감일 및 제공 방식",0,0
"② 갑이 제1항에 명시된 정보를 을에게 요구하려면, 다음 사항을 포함한 서면을 을에게 제공해야 한다.      4. 정보 제공이 불가피함을 증명할 수 있는 구체적 근거",0,0
③ 제2항의 서면에는 갑과 을이 서명 또는 기명날인을 해야 한다.,0,0
"④ 갑은 요구된 정보가 본래의 목적에 맞으며, 필요한 최소한의 범위로 제한되도록 관리해야 한다.",0,0
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    ",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    1. 을이 제조한 주류의 원재료 조달 내역, 비율 및 숙성 방식 등 생산 공정에 관한 정보",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    2. 을이 다른 유통채널(국내외 면세점 포함)에서 협의한 납품 조건 및 가격 정책",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    3. 을의 특정 제품군에 대한 연간 생산량, 생산 계획 및 시장 출시 전략",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    4. 을의 글로벌 마케팅 및 브랜드 프로모션 계획, 광고비 내역 등 마케팅 관련 정보",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    5. 을이 주요 바이어와 체결한 계약 조건, 물류비용 및 운송 계획",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    6. 을의 주요 공급업체, 운송 네트워크 및 물류 시스템의 세부 사항",1,14
"① ""갑""은 ""을""이 제공한 다음 각 호의 정보를 면세점 운영 개선 목적으로 활용할 수 있다.    7. 그 밖에 을의 주류 생산 및 브랜드 운영에 중대한 영향을 미칠 수 있는 제1호 내지 제6호에 준하는 정보",1,14
"② 갑이 제1항 각 호에 기재된 정보를 요청하려는 경우, 해당 요청 내용을 서면으로 작성하여 을에게 제공해야 하며, 서면에는 다음 사항이 포함되어야 한다.    ",0,0
"② 갑이 제1항 각 호에 기재된 정보를 요청하려는 경우, 해당 요청 내용을 서면으로 작성하여 을에게 제공해야 하며, 서면에는 다음 사항이 포함되어야 한다.    1. 요청 정보의 목적과 사유",0,0
"② 갑이 제1항 각 호에 기재된 정보를 요청하려는 경우, 해당 요청 내용을 서면으로 작성하여 을에게 제공해야 하며, 서면에는 다음 사항이 포함되어야 한다.    2. 정보 비밀 유지 방안 및 위반 시 보상 조치",0,0
"② 갑이 제1항 각 호에 기재된 정보를 요청하려는 경우, 해당 요청 내용을 서면으로 작성하여 을에게 제공해야 하며, 서면에는 다음 사항이 포함되어야 한다.    3. 정보 제공 요청일, 제공 기한, 및 제공 방식",0,0
"② 갑이 제1항 각 호에 기재된 정보를 요청하려는 경우, 해당 요청 내용을 서면으로 작성하여 을에게 제공해야 하며, 서면에는 다음 사항이 포함되어야 한다.    4. 해당 정보 제공이 불가피함을 입증할 자료",0,0
③ 제2항에 따라 작성된 서면에는 갑과 을이 각각 서명 또는 날인하여야 한다.,0,0
④ 갑은 정보 요청 시 그 목적을 초과하지 않는 범위 내에서 반드시 필요한 최소한의 정보를 요구해야 한다.,0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    ",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    1. ""을""이 타 유통 플랫폼에서 판매 중인 상품의 가격과 조건 관련 정보",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    2. ""을""이 자체적으로 진행하는 프로모션의 구체적인 세부 사항(할인율, 적용 조건 등)",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    3. ""을""이 다른 협력업체와 협의한 배송 조건 및 물류 계획",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    4. ""을""의 판매 실적, 총 매출액, 특정 기간 동안의 재고량 등 판매 관련 데이터",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    5. ""을""의 온라인 마케팅 전략(광고 비용, 광고 진행 시기 등)",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    6. ""을""의 내부 시스템 접근 정보(로그인 정보, 네트워크 접속 권한 등)",0,0
"① ""갑""은 ""을""에게 다음 각 호에 해당하는 정보를 부당하게 요청하거나 제공을 강요해서는 안 된다.    7. 그 외 ""을""이나 ""을""의 거래 상대방과 관련된 주요 경영 정보",0,0
② 갑은 을에게 제1항 각 호의 정보를 요구할 때 구체적인 사유를 서면으로 제공하지 않아도 된다. 해당 정보 제공에 대한 비밀유지나 손해배상 책임은 을에게 귀속된다.,1,14
③ 제2항의 서면에는 갑과 을이 각각 서명 또는 기명날인하여야 한다.,0,0
④ 갑이 을에게 경영정보를 요구하는 경우 요구 목적에 필요한 최소한의 범위에서 하여야 한다.,0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    ",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    1. ""을""이 다른 유통업체와 협의한 상품 공급 조건(가격 및 기타 조건 포함)",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    2. ""을""이 다른 면세점과의 입점 협의 시 결정된 조건 및 프로모션 관련 세부 사항",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    3. ""을""이 생산한 상품의 제조 비용, 원재료 가격 등 원가 관련 정보",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    4. ""을""의 다른 유통 채널에서의 매출 및 판매량 데이터를 포함한 성과 정보",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    5. ""을""이 해외 거래처와 체결한 계약 조건 및 협상 내용",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    6. ""을""의 물류 및 공급망 운영 방식, 운송 계약 관련 정보 등 기타 운영 세부 사항",0,0
"① ""갑""은 ""을""에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구해서는 안 된다.    7. 제1호부터 제6호와 유사한 ""을""의 거래 정보 또는 주요 경영상 데이터",0,0
"② ""갑""은 서면 제공 없이 구두로 정보 요구 사항을 통지할 수 있다.",1,14
③ 제2항에 따른 서면에는 갑과 을 모두 서명하거나 기명날인을 해야 한다.,0,0
④ 갑은 요구 목적을 초과하지 않는 범위 내에서 최소한의 정보만을 요청하여야 한다.,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      ,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      1. 을이 체결한 타 유통채널 또는 해외 면세점과의 계약 조건(수수료율 및 단가 포함),0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      2. 을의 해외 본사와 합의한 마케팅 전략 및 글로벌 캠페인 관련 계획,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      3. 을이 생산하는 제품의 생산비용과 원자재 가격 구성 내역,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      4. 을의 해외 지사 또는 바이어와의 거래 내역 및 매출 통계 자료,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      5. 을의 주요 프로모션 일정, 적용 국가, 캠페인 결과에 관한 사항",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      6. 을이 운영하는 글로벌 물류망 정보 및 운송비용 상세 내역,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      7. 그 외 을 또는 을의 글로벌 네트워크와 연관된 경영 정보,0,0
"② 서면에 포함된 정보 요청의 필요성과 용도는 ""갑""의 내부 규정에 따라 변경될 수 있다.",1,14
③ 제2항에 따라 작성된 서면에는 갑과 을 모두 서명하거나 기명날인을 해야 한다.,0,0
"④ 갑은 요구하는 정보의 목적을 초과하지 않으며, 반드시 필요한 최소한의 범위에서 정보를 요청해야 한다.",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    ",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    1. 을이 납품하는 상품의 제조원가, 단위 생산비 및 내부 가격 산정 방식",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    2. 을이 국내외 다른 유통채널에 제공하는 상품의 납품 조건 및 가격",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    3. 을의 주요 협력업체 명단, 계약 내용 및 거래 내역",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    4. 을의 생산 일정, 월별 생산량, 납품 가능량 등 운영과 관련된 정보",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    5. 을이 자체적으로 계획한 마케팅 및 판촉 활동의 세부 사항",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    6. 을의 내부 관리 시스템(ERP 등)의 접근 권한과 운영 방식",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 제공하도록 요구하거나, 이를 거래의 조건으로 설정해서는 안 된다.    7. 기타 을의 경영 및 거래 활동에 중대한 영향을 미칠 수 있는 제1호부터 제6호까지에 준하는 정보",0,0
"② 비밀유지 방안이 마련되지 않았더라도 ""을""은 정보를 제공해야 하며, 이에 대한 책임은 ""을""에게 있다.",1,14
③ 제2항의 서면에는 갑과 을이 각각 서명하거나 기명날인하여야 한다.,0,0
"④ 갑은 정보 요구 목적에 필요한 최소한의 범위에서만 정보를 요청하여야 하며, 이를 초과하지 않아야 한다.",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      ",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      1. 을의 신제품 개발 계획, 원재료 조달 정보 및 제조 공정 세부 사항",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      2. 을이 다른 유통채널(국내외 면세점 포함)에 제공하는 판매 조건과 가격 정책",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      3. 을의 글로벌 마케팅 전략, 광고 예산 배정 및 프로모션 계획",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      4. 을의 타 면세점 판매 실적(매출, 판매량, 고객층 분석 등)에 관한 정보",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      5. 을의 주요 공급업체 및 생산업체 목록, 계약 조건 및 협상 내용",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      6. 을의 물류 및 재고 관리 체계, 제품 출고 계획 등 운영 관련 정보",0,0
"① 갑은 다음 각 호에 해당하는 정보를 부당하게 을에게 요구하거나, 이를 거래 조건으로 삼아서는 안 된다.      7. 그 외 을의 브랜드 운영 및 글로벌 전략에 중대한 영향을 미칠 수 있는 제1호 내지 제6호와 유사한 정보",0,0
"② ""갑""은 서면 작성 없이 구두로 정보 제공 요청을 진행할 수 있으며, 이후 서면으로 이를 통보할 권리가 있다.",1,14
④ 갑은 요청한 정보가 목적에 부합하고 최소한의 범위 내에서만 이루어지도록 하여야 한다.,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    ,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    1. 을이 생산하는 주류의 원재료 구매 내역, 배합 비율, 숙성 방식 등 제조 공정 관련 정보",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    2. 을이 다른 판매 채널(국내외 면세점 포함)에서 협의한 공급 조건 및 가격 정책,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    3. 을의 특정 제품군에 대한 연간 생산량, 생산 계획 및 시장 출시 전략",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    4. 을의 글로벌 마케팅 활동, 브랜드 프로모션 계획, 광고비 집행 내역 등 마케팅 관련 자료",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    5. 을이 주요 거래처와 체결한 계약 조건, 물류비용 및 배송 계획",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    6. 을의 핵심 공급업체, 물류 네트워크 및 운송 시스템의 세부 정보",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하라고 강요하거나 이를 거래 조건으로 설정해서는 안 된다.    7. 이외에도 을의 주류 생산 및 브랜드 관리에 중대한 영향을 미칠 수 있는 제1호에서 제6호에 준하는 정보,0,0
"② 정보 제공 요청의 필수적 근거는 ""갑""의 단독 판단에 따라 생략될 수 있다.",1,14
③ 제2항에 따른 서면에는 갑과 을이 각각 서명하거나 기명날인하여야 한다.,0,0
④ 갑은 정보를 요청할 때 그 목적을 초과하지 않는 범위 내에서 반드시 필요한 최소한의 정보만을 요구하여야 한다.,0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    ",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    1. ""을""이 다른 플랫폼에서 판매하는 상품의 가격과 조건에 관한 정보",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    2. ""을""이 주관하는 프로모션의 상세 내역(할인율, 적용 기준 등)",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    3. ""을""이 거래 중인 협력사와의 배송 조건 및 물류 관련 계획",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    4. ""을""의 판매 실적, 매출 데이터 및 특정 기간의 재고량 등 상업 정보",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    5. ""을""이 수행하는 온라인 마케팅 계획(광고 비용, 시기 등)",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    6. ""을""의 내부 관리 시스템 접근 정보(로그인 자격증명, 네트워크 접속 권한 등)",0,0
"① ""갑""은 ""을""에게 다음 각 호의 내용을 부당하게 제공하도록 요구하거나 강제할 수 없다.    7. 그 외 ""을"" 및 관련 거래자와의 주요 사업 정보",0,0
"② 갑은 경영정보 요구에 대해 서면 제공 없이 구두로 요청할 수 있으며, 요구의 세부 사항은 요청 후에 공지할 수 있다.",1,14
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    ",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    1. ""을""이 다른 유통업체와 논의한 상품 공급 조건(가격 및 기타 세부사항 포함)",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    2. ""을""이 타 면세점과 합의한 입점 조건 및 프로모션 관련 정보",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    3. ""을""이 생산한 상품의 제조 원가, 원재료 비용 등 세부 비용 정보",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    4. ""을""이 다른 유통 채널에서 기록한 매출, 판매량 등 성과와 관련된 정보",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    5. ""을""과 해외 거래처 간 체결된 계약 조건이나 협상 내용",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    6. ""을""의 물류 및 공급망 운영 방식, 운송업체 계약 정보 등 기타 운영 정보",0,0
"① ""갑""은 ""을""에게 다음 각 항목에 포함되는 정보를 부당하게 제공하도록 요구해서는 안 된다.    7. 위 항목과 유사한 ""을""의 거래 정보나 주요 경영 데이터를 포함한 사항",0,0
"② 서면에 명시된 비밀유지 방안은 ""갑""의 내부 방침에 따라 변경될 수 있다.",1,14
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      1. 을이 타 유통채널 또는 해외 면세점과 체결한 계약 조건(수수료율, 단가 포함)",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      2. 을의 해외 본사와 협의한 마케팅 전략 및 글로벌 캠페인 계획,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      3. 을이 제조하는 상품의 생산비용 및 원자재 가격 내역,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      4. 을의 해외 지사 또는 바이어와의 거래 내역과 매출 통계 자료,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      5. 을의 주요 프로모션 일정, 적용 국가, 캠페인 성과와 관련된 정보",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      6. 을이 관리하는 글로벌 물류망 정보 및 운송비용 상세 내역,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구해서는 안 된다.      7. 그 외 을 또는 을의 글로벌 네트워크와 관련된 경영 정보,0,0
"② 정보 제공 요청의 필수 근거를 명시하지 않아도 ""을""은 이에 응해야 한다.",1,14
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    ",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    1. 을이 납품하는 상품의 제조원가, 단위 생산비용 및 내부 가격 산정 방식",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    2. 을이 국내외 다른 유통채널에 제공하는 상품의 납품 조건과 가격",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    3. 을의 주요 협력업체 리스트, 계약 내용 및 거래 기록",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    4. 을의 생산 일정, 월별 생산량, 납품 가능량 등 운영에 관한 정보",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    5. 을이 자체적으로 수립한 마케팅 및 판촉 활동의 상세 내용",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    6. 을의 내부 관리 체계(ERP 등)의 접근 권한 및 운영 방법",0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    7. 그 외 을의 경영 및 거래 활동에 중대한 영향을 줄 수 있는 제1호 내지 제6호에 준하는 정보",0,0
"② 정보 요구 일자 및 기한은 ""갑""의 내부 절차에 따라 변경될 수 있다.",1,14
① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      ,0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      1. 을의 신제품 개발 계획, 원료 조달 관련 정보 및 제조 과정의 구체적 내용",0,0
① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      2. 을이 기타 유통채널(국내외 면세점 포함)에 제공하는 판매 조건과 가격 정책,0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      3. 을의 글로벌 마케팅 방안, 광고비 배정 내용 및 프로모션 전략",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      4. 을이 타 면세점에서 달성한 매출, 판매량, 구매 고객층 분석 등 판매 성과",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      5. 을의 주요 공급업체 및 생산업체의 명단, 계약 조건과 협상 세부 사항",0,0
"① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      6. 을의 물류 시스템, 재고 관리 운영 방식 및 제품 출고 계획",0,0
① 갑은 을에게 부당하게 다음 각 호에 해당하는 정보를 요구하거나 이를 거래 조건으로 삼아서는 안 된다.      7. 그 외 을의 브랜드 운영 및 글로벌 전략에 중대한 영향을 미칠 수 있는 제1호부터 제6호에 준하는 정보,0,0
"② 정보 제공의 목적과 필요성은 ""갑""의 내부 방침에 따라 변경될 수 있다.",1,14
① 갑은 을에게 다음 각 호의 정보를 부당하게 제공하도록 강요하거나 이를 거래 조건으로 요구해서는 안 된다.    ,0,0
"① 갑은 을에게 다음 각 호의 정보를 부당하게 제공하도록 강요하거나 이를 거래 조건으로 요구해서는 안 된다.    1. 을이 생산한 주류의 원재료 조달 정보, 조합 비율, 숙성 방법 등 제조 공정 관련 세부 사항",0,0
